Format Version,1.23,Take Name,Take 2023-06-14 02.04.57 PM,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2023-06-14 02.04.57.740 PM,Capture Start Frame,5511006,Total Frames in Take,1673,Total Exported Frames,1673,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
93,1.550000,-0.285259,42.814354,-0.118847,141.090302,47.192936,105.850220,16.680948,77.829041,-19.354540,141.781540,10.094051,236.612518
94,1.566667,-0.284656,42.810780,-0.113563,141.089935,47.193676,105.851257,-5.271973,78.143143,3.943300,141.776779,10.380419,236.563568
95,1.583333,-0.277244,42.815121,-0.116999,141.089752,47.190971,105.849098,16.132692,77.232338,-21.861830,141.771881,10.530827,236.585495
96,1.600000,-0.293831,42.808086,-0.107341,141.089340,47.192310,105.849220,12.412597,78.544876,-15.316821,141.769165,10.726724,236.564514
97,1.616667,-0.281362,42.818451,-0.118967,141.089554,47.192806,105.850983,-1.819520,77.582703,-3.561600,141.812866,10.992685,236.427475
98,1.633333,-0.287696,42.807625,-0.110969,141.089783,47.193710,105.851112,178.335098,-64.609756,4.439109,141.831375,11.264186,236.323578
99,1.650000,-0.288477,42.811378,-0.111718,141.090042,47.192642,105.850365,8.375410,75.019409,-12.341028,141.862869,11.436213,236.277634
100,1.666667,-0.286270,42.813019,-0.118276,141.090576,47.192348,105.851219,6.986289,75.066521,-13.873212,141.933823,11.706616,236.161591
101,1.683333,-0.284527,42.815910,-0.111969,141.089600,47.192677,105.849411,-8.273081,76.141998,6.993283,141.852890,12.084619,236.108154
102,1.700000,-0.282285,42.815216,-0.113135,141.089569,47.194492,105.850899,0.961498,75.387329,-5.094707,141.959137,12.352435,235.903076
103,1.716667,-0.286429,42.807827,-0.113891,141.090698,47.191803,105.849884,5.834570,75.742455,-10.337750,141.841125,12.690542,235.951157
104,1.733333,-0.286073,42.810226,-0.116177,141.089645,47.194160,105.850182,-3.780941,76.601028,2.267610,141.996384,12.949514,235.680267
105,1.750000,-0.282935,42.814796,-0.116738,141.089340,47.194744,105.851341,176.543137,-59.801777,-2.931656,141.865860,13.337307,235.692139
106,1.766667,-0.284938,42.810955,-0.111367,141.090317,47.192936,105.850288,6.421296,77.854805,-5.256039,141.894745,13.719149,235.556412
107,1.783333,-0.279152,42.811913,-0.121110,141.089569,47.193439,105.850479,8.059062,74.757034,-9.177123,142.000839,13.976150,235.409424
108,1.800000,-0.287331,42.817467,-0.119943,141.089783,47.193630,105.850235,8.693686,74.120354,-12.633402,142.077515,14.337262,235.268585
109,1.816667,-0.278540,42.807907,-0.113948,141.090210,47.192295,105.850456,13.483847,74.463745,-12.404531,142.084793,14.780699,235.162476
110,1.833333,-0.276226,42.818058,-0.120725,141.089447,47.193020,105.849144,-176.862274,-61.805290,2.608724,142.102676,15.195947,234.979721
111,1.850000,-0.287278,42.814064,-0.119405,141.089249,47.193687,105.850494,0.493396,75.010315,2.339615,142.041260,15.645580,235.001663
112,1.866667,-0.280183,42.808681,-0.116872,141.090561,47.191769,105.849663,12.153789,74.094933,-12.679681,142.128067,16.045887,234.869308
113,1.883333,-0.290421,42.813122,-0.112396,141.089996,47.192661,105.850182,177.699661,-59.543137,-3.759213,142.141205,16.499264,234.687424
114,1.900000,-0.290020,42.817554,-0.117082,141.089615,47.192543,105.850136,177.473953,-59.669136,-3.926288,142.134033,16.925453,234.673340
115,1.916667,-0.278604,42.805878,-0.111636,141.090195,47.192574,105.850601,-1.689166,73.735748,3.188013,142.129425,17.398672,234.637207
116,1.933333,-0.289710,42.812046,-0.115639,141.089905,47.193573,105.850853,1.787293,75.196342,-2.030156,142.200287,17.820530,234.532288
117,1.950000,-0.285628,42.815681,-0.118455,141.089813,47.192783,105.849495,0.130332,75.611275,2.033739,142.225800,18.266239,234.481140
118,1.966667,-0.273767,42.812450,-0.119206,141.090607,47.192196,105.850029,-3.079298,75.849609,10.027501,142.246643,18.673555,234.505539
119,1.983333,-0.288566,42.814480,-0.116104,141.090347,47.192295,105.850174,-1.084603,75.241470,0.818308,142.211395,19.275190,234.457977
120,2.000000,-0.283507,42.807034,-0.115487,141.089722,47.193184,105.850517,9.015322,73.659027,-10.216682,142.251770,19.742002,234.521912
121,2.016667,-0.282634,42.810913,-0.116159,141.090820,47.192417,105.851189,2.740803,75.983719,0.614847,142.233749,20.357752,234.464569
122,2.033333,-0.279258,42.813984,-0.118267,141.090683,47.192875,105.850220,0.565245,74.727440,0.629772,142.261963,20.826458,234.482452
123,2.050000,-0.284610,42.812878,-0.115458,141.089645,47.193283,105.850853,1.925036,74.429024,-2.931888,142.248932,21.409725,234.550262
124,2.066667,-0.286760,42.809582,-0.119953,141.089951,47.192314,105.850288,1.675446,74.330223,-2.369641,142.254105,21.973242,234.598892
125,2.083333,-0.284628,42.812309,-0.115167,141.089966,47.193325,105.850563,1.507032,74.767059,-0.823471,142.279068,22.560036,234.639099
126,2.100000,-0.286525,42.817184,-0.118406,141.089478,47.192509,105.849648,0.841783,74.994057,1.301000,142.266602,23.193117,234.698181
127,2.116667,-0.278641,42.814243,-0.117186,141.090836,47.191818,105.850426,-1.105015,75.583939,2.448312,142.278809,23.791473,234.761978
128,2.133333,-0.288476,42.808907,-0.109733,141.090439,47.192478,105.849800,0.001983,74.973946,0.180458,142.283264,24.429243,234.863571
129,2.150000,-0.286390,42.813564,-0.116132,141.089508,47.193901,105.850456,-0.718662,74.790916,0.118264,142.261871,25.117641,234.983521
130,2.166667,-0.284069,42.807526,-0.112203,141.090469,47.193027,105.850182,-0.211210,75.128044,1.174146,142.271576,25.794750,235.063889
131,2.183333,-0.284351,42.812485,-0.118990,141.090256,47.192173,105.850311,-0.556059,74.771492,0.309538,142.262924,26.456577,235.160355
132,2.200000,-0.290493,42.813221,-0.113411,141.089584,47.194378,105.850891,-2.946908,75.584808,3.021278,142.266769,27.207062,235.260605
133,2.216667,-0.282779,42.807804,-0.115734,141.090393,47.192581,105.850647,0.260806,75.681976,0.112365,142.246323,27.940432,235.390091
134,2.233333,-0.289170,42.813549,-0.114419,141.090637,47.192677,105.849686,-2.863864,75.273407,2.767384,142.234024,28.707510,235.486313
135,2.250000,-0.273677,42.816971,-0.120051,141.089920,47.194248,105.849251,-3.554771,75.940506,4.320857,142.227615,29.500887,235.602951
136,2.266667,-0.278060,42.810577,-0.112668,141.090561,47.192745,105.850746,-3.044818,75.231277,2.613799,142.214508,30.258516,235.745056
137,2.283333,-0.283429,42.815228,-0.115601,141.090530,47.191833,105.850075,-2.388885,75.503128,3.155993,142.198044,31.091843,235.883209
138,2.300000,-0.282194,42.814461,-0.113728,141.089218,47.193851,105.850586,-1.212566,75.659431,1.236442,142.171722,31.892857,236.004562
139,2.316667,-0.282177,42.810631,-0.120859,141.090576,47.192520,105.850746,-3.746253,75.460747,3.588787,142.145935,32.722507,236.138077
140,2.333333,-0.278833,42.814419,-0.115747,141.090256,47.193802,105.850006,-1.945135,75.776962,1.707105,142.110092,33.569794,236.269455
141,2.350000,-0.286553,42.807114,-0.111104,141.090210,47.192181,105.849648,-2.057168,75.758202,1.824332,142.095383,34.409653,236.410934
142,2.366667,-0.282034,42.805202,-0.113201,141.090424,47.191586,105.850647,-2.812304,76.307404,2.499270,142.056274,35.246914,236.556366
143,2.383333,-0.290973,42.808243,-0.110758,141.089279,47.192249,105.850601,-2.919476,76.163124,3.248405,142.006821,36.114044,236.709473
144,2.400000,-0.279695,42.807938,-0.115070,141.089325,47.194458,105.850410,-2.455443,76.551956,1.942918,141.977402,36.932564,236.837814
145,2.416667,-0.288888,42.806854,-0.113973,141.090805,47.192516,105.851295,-3.380610,76.490555,2.821936,141.948349,37.749187,236.991501
146,2.433333,-0.278421,42.814453,-0.118799,141.090088,47.193249,105.850471,-3.833707,76.736633,3.263163,141.885605,38.574207,237.138580
147,2.450000,-0.281590,42.816509,-0.118519,141.089233,47.194080,105.850746,-2.654093,76.503929,2.225102,141.844193,39.367393,237.295364
148,2.466667,-0.291543,42.809605,-0.116445,141.090088,47.192738,105.851364,-2.450714,76.804359,1.728317,141.791550,40.163780,237.442047
149,2.483333,-0.285066,42.810642,-0.108742,141.089859,47.193443,105.850479,-2.901826,77.033569,2.222168,141.724426,40.939331,237.597488
150,2.500000,-0.283811,42.817146,-0.115210,141.089447,47.193932,105.850769,-3.777674,77.047310,3.090205,141.694077,41.695919,237.747742
151,2.516667,-0.284067,42.812660,-0.111820,141.090958,47.191822,105.850815,-3.552380,77.239052,2.675025,141.635025,42.455284,237.888977
152,2.533333,-0.289973,42.812283,-0.110464,141.090286,47.192734,105.849861,-3.200176,77.301811,2.313814,141.579422,43.164570,238.049835
153,2.550000,-0.287399,42.811657,-0.113271,141.089493,47.194366,105.851112,-2.686698,77.471100,1.840999,141.517822,43.886581,238.186386
154,2.566667,-0.280728,42.811611,-0.118091,141.091080,47.192932,105.851051,-3.100039,77.649895,1.645166,141.447464,44.563267,238.346008
155,2.583333,-0.286009,42.809097,-0.117578,141.089981,47.194595,105.851723,-4.398737,78.037163,3.073206,141.395126,45.234917,238.490479
156,2.600000,-0.278485,42.810730,-0.117960,141.089554,47.196190,105.851685,-2.685077,77.743538,1.446536,141.323990,45.881989,238.633820
157,2.616667,-0.281726,42.814835,-0.118011,141.090515,47.191555,105.850098,-3.088690,77.945107,1.604828,141.249878,46.498238,238.787109
158,2.633333,-0.279888,42.818241,-0.118471,141.090500,47.192245,105.849289,-2.570007,77.967514,1.278303,141.197342,47.105507,238.927795
159,2.650000,-0.289885,42.813091,-0.113797,141.089584,47.193539,105.850006,-4.560377,78.318779,3.071203,141.149033,47.701092,239.066864
160,2.666667,-0.281773,42.813698,-0.117315,141.090988,47.191654,105.849693,-4.607721,78.340797,3.057633,141.058701,48.256241,239.208084
161,2.683333,-0.280378,42.815655,-0.116087,141.090500,47.192608,105.850388,-1.967699,78.270119,0.291213,140.989227,48.805126,239.340179
162,2.700000,-0.286850,42.813187,-0.111844,141.089279,47.194347,105.850449,-2.308483,78.269890,0.688774,140.932495,49.331860,239.467484
163,2.716667,-0.281307,42.808987,-0.116030,141.091370,47.191257,105.849480,-2.692477,78.403206,0.838640,140.856430,49.834072,239.597839
164,2.733333,-0.282264,42.815685,-0.118445,141.089401,47.194565,105.850647,-2.254586,78.567451,0.527700,140.772766,50.306488,239.725494
165,2.750000,-0.282386,42.817562,-0.117553,141.089935,47.193569,105.850311,-2.332768,78.681236,0.639064,140.712799,50.771320,239.846344
166,2.766667,-0.281591,42.807571,-0.119072,141.090775,47.193203,105.850769,-3.865891,78.748871,2.266354,140.662659,51.200653,239.976761
167,2.783333,-0.286275,42.813564,-0.111805,141.089661,47.192646,105.850014,-3.683687,78.991570,2.049454,140.575623,51.617031,240.091110
168,2.800000,-0.289951,42.807354,-0.115497,141.090149,47.193409,105.850433,-0.975975,78.922333,-0.790285,140.504944,52.008945,240.205673
169,2.816667,-0.283597,42.811047,-0.114733,141.091080,47.191727,105.849930,-1.047410,78.836906,-0.827212,140.437668,52.385754,240.320450
170,2.833333,-0.283093,42.811611,-0.114184,141.089935,47.193016,105.850220,-1.266080,79.045128,-0.527072,140.357941,52.739613,240.426010
171,2.850000,-0.289624,42.813736,-0.107829,141.090210,47.193993,105.850006,-2.884992,79.073761,0.999642,140.285843,53.063107,240.538437
172,2.866667,-0.287091,42.805931,-0.109935,141.091080,47.191483,105.849731,-1.815760,78.987679,-0.034033,140.233154,53.372890,240.643829
173,2.883333,-0.286262,42.816422,-0.118456,141.090027,47.193527,105.850220,-2.562808,79.141960,0.826032,140.153183,53.660362,240.744202
174,2.900000,-0.286978,42.812527,-0.117368,141.089798,47.192963,105.849648,-2.213904,79.006264,0.322050,140.095367,53.926460,240.840576
175,2.916667,-0.282024,42.811676,-0.119634,141.091339,47.192986,105.850471,-1.821069,79.187126,0.048774,140.020706,54.187160,240.934174
176,2.933333,-0.286943,42.810928,-0.111277,141.089966,47.194027,105.850815,-0.853957,79.014893,-1.121687,139.955383,54.414894,241.030258
177,2.950000,-0.281284,42.815422,-0.118016,141.089706,47.192810,105.849197,-2.025926,79.151337,0.243744,139.883392,54.629780,241.121246
178,2.966667,-0.278947,42.811863,-0.117230,141.090576,47.192184,105.850769,-1.842493,79.077835,-0.106705,139.830811,54.842979,241.206116
179,2.983333,-0.290119,42.810829,-0.115367,141.090530,47.193596,105.850578,-1.580086,79.116219,-0.423918,139.764938,55.030018,241.287704
180,3.000000,-0.284591,42.813107,-0.117113,141.090134,47.193741,105.850601,-2.566219,79.275482,0.529569,139.710693,55.207897,241.371536
181,3.016667,-0.285600,42.806515,-0.110262,141.090836,47.192062,105.850288,-1.438007,79.303719,-0.576845,139.639496,55.372597,241.445633
182,3.033333,-0.287526,42.812809,-0.117671,141.090103,47.192379,105.850517,-2.022232,79.297974,0.147006,139.579895,55.521698,241.524094
183,3.050000,-0.283559,42.817814,-0.118300,141.089661,47.194027,105.850128,-2.274973,79.335106,0.337225,139.529373,55.664371,241.603775
184,3.066667,-0.289192,42.807789,-0.112945,141.090851,47.191856,105.850258,-1.244994,79.104195,-0.683562,139.470490,55.814022,241.661530
185,3.083333,-0.283279,42.815979,-0.113362,141.089920,47.192635,105.849709,-0.687464,79.195633,-1.306655,139.417633,55.936783,241.733810
