Format Version,1.23,Take Name,Take 2023-06-14 02.01.19 PM,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2023-06-14 02.01.19.893 PM,Capture Start Frame,5497934,Total Frames in Take,1916,Total Exported Frames,1916,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,spm,spm,spm,spm,spm,spm,cf,cf,cf,cf,cf,cf
,ID,"A6D69C80A9C11EEF196A13ACAB86A83","A6D69C80A9C11EEF196A13ACAB86A83","A6D69C80A9C11EEF196A13ACAB86A83","A6D69C80A9C11EEF196A13ACAB86A83","A6D69C80A9C11EEF196A13ACAB86A83","A6D69C80A9C11EEF196A13ACAB86A83","810716560AA711EEF196A13ACAB86A83","810716560AA711EEF196A13ACAB86A83","810716560AA711EEF196A13ACAB86A83","810716560AA711EEF196A13ACAB86A83","810716560AA711EEF196A13ACAB86A83","810716560AA711EEF196A13ACAB86A83"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
135,2.250000,-0.292021,42.800186,-0.108178,141.087418,47.190632,105.848785,-176.290939,-85.439537,4.890924,163.850433,7.669310,248.616074
136,2.266667,-0.284282,42.804783,-0.116674,141.088287,47.189529,105.848381,-176.290939,-85.439537,4.890924,163.850433,7.669310,248.616074
137,2.283333,-0.281546,42.805023,-0.116995,141.089661,47.187645,105.848145,-176.290939,-85.439537,4.890924,163.850433,7.669310,248.616074
138,2.300000,-0.287888,42.811592,-0.116009,141.088058,47.188141,105.847046,-176.290802,-85.439552,4.891026,163.853287,7.665014,248.620728
139,2.316667,-0.290619,42.801792,-0.112519,141.088409,47.188324,105.847343,-176.290878,-85.439575,4.890913,163.839386,7.621746,248.647568
140,2.333333,-0.281831,42.805893,-0.122943,141.089172,47.187225,105.847717,-176.290771,-85.439590,4.890981,163.851776,7.664926,248.620148
141,2.350000,-0.294036,42.803596,-0.112688,141.087372,47.189800,105.847969,-176.290771,-85.439590,4.890981,163.851776,7.664926,248.620148
142,2.366667,-0.290535,42.809895,-0.119609,141.088135,47.188713,105.847298,-176.290771,-85.439590,4.890981,163.851776,7.664926,248.620148
143,2.383333,-0.286997,42.798332,-0.113332,141.088272,47.188686,105.848572,-176.290771,-85.439590,4.890981,163.851776,7.664926,248.620148
144,2.400000,-0.292278,42.803207,-0.107945,141.087570,47.191078,105.848396,-176.290771,-85.439590,4.890981,163.851776,7.664926,248.620148
145,2.416667,-0.286561,42.811119,-0.115318,141.088318,47.189384,105.847610,-176.290955,-85.439606,4.890770,163.838821,7.622614,248.647491
146,2.433333,-0.284328,42.803417,-0.116053,141.088821,47.187363,105.848228,-176.290833,-85.439621,4.890864,163.852554,7.663823,248.620361
147,2.450000,-0.286448,42.807529,-0.113279,141.088150,47.189243,105.848244,-176.290833,-85.439621,4.890864,163.852554,7.663823,248.620361
148,2.466667,-0.294120,42.800728,-0.106806,141.087997,47.189228,105.847992,-176.290741,-85.439636,4.890951,163.850433,7.670708,248.616364
149,2.483333,-0.287264,42.803280,-0.113255,141.088898,47.186989,105.847595,-176.290649,-85.439651,4.890999,163.852341,7.663806,248.620911
