Frame,time,spm_rot_x,spm_rot_y,spm_rot_z,spm_pos_x,spm_pos_y,spm_pos_z,cf_rot_x,cf_rot_y,cf_rot_z,cf_pos_x,cf_pos_y,cf_pos_z
175,2.916.667,904.666,-4.022.192,-179.916.153,1.292.691,1.349.722,1.111.810,-8.129.561,-33.742.668,-11.676.397,1.269.729,82.317,2.352.936
176,2.933.333,-29.840,771,63.796,1.292.718,1.349.706,1.111.778,-2.913.595,-35.137.619,-7.443.923,1.269.818,83.417,2.351.546
177,2.950.000,-26.242,118,62.871,1.292.726,1.349.706,1.111.784,-5.852.571,-34.885.826,-11.875.268,1.269.971,82.957,2.349.745
178,2.966.667,-28.880,-1.261,64.562,1.292.726,1.349.703,1.111.780,-502.097,-36.043.236,-8.071.262,1.270.107,83.813,2.348.142
179,2.983.333,-32.773,-1.949,63.842,1.292.727,1.349.710,1.111.782,-3.459.986,-36.368.782,-10.970.567,1.270.588,84.962,2.346.972
180,3.000.000,-28.103,-724,64.795,1.292.729,1.349.710,1.111.790,5.517.286,-37.463.562,-4.428.978,1.270.821,85.746,2.345.870
181,3.016.667,-29.404,1.088,63.699,1.292.729,1.349.706,1.111.788,-4.868.536,-52.733.463,165.212.601,1.271.562,87.329,2.345.143
182,3.033.333,901.604,-4.023.416,-179.917.542,1.292.696,1.349.722,1.111.816,4.883.539,-38.543.736,-8.141.838,1.272.293,89.478,2.344.832
183,3.050.000,-26.266,-1.270,64.710,1.292.729,1.349.708,1.111.794,12.220.899,-39.478.134,-3.907.257,1.273.173,91.335,2.345.170
184,3.066.667,-29.181,-975,62.658,1.292.726,1.349.700,1.111.789,12.563.214,-40.196.636,-3.728.831,1.273.881,92.818,2.345.531
185,3.083.333,-30.288,-548,62.894,1.292.724,1.349.712,1.111.788,11.384.967,-40.559.059,-4.432.190,1.274.648,95.130,2.346.499
186,3.100.000,-27.068,20,62.531,1.292.731,1.349.703,1.111.791,5.039.421,-56.116.077,168.725.082,1.275.448,97.345,2.348.007
187,3.116.667,-29.447,307,62.930,1.292.728,1.349.701,1.111.782,11.419.750,-41.227.993,-2.022.915,1.276.342,100.111,2.350.294
188,3.133.333,-30.211,643,64.346,1.292.723,1.349.705,1.111.781,12.084.130,-41.433.659,-5.080.866,1.277.411,103.502,2.353.198
189,3.150.000,902.144,-4.021.376,-179.916.534,1.292.697,1.349.729,1.111.816,12.593.977,-41.776.146,2.916.470,1.278.252,106.198,2.356.315
190,3.166.667,-26.854,1.237,63.475,1.292.725,1.349.704,1.111.775,13.272.432,-58.162.983,-177.685.318,1.279.027,109.464,2.360.994
191,3.183.333,-30.466,-1.577,64.010,1.292.716,1.349.704,1.111.775,16.660.522,-42.704.483,5.835.506,1.279.577,110.776,2.363.765
192,3.200.000,-28.410,781,63.768,1.292.724,1.349.710,1.111.783,7.599.388,-58.092.522,-179.703.476,1.280.110,113.391,2.368.033
193,3.216.667,-30.929,-643,63.682,1.292.725,1.349.706,1.111.776,6.629.524,-59.010.998,-178.789.978,1.280.634,115.300,2.372.706
194,3.233.333,902.228,-4.013.787,-179.908.661,1.292.712,1.349.733,1.111.799,3.479.210,-59.114.986,-179.588.409,1.281.192,117.852,2.377.708
195,3.250.000,-27.732,-1.294,62.440,1.292.730,1.349.709,1.111.783,9.277.487,-43.209.026,7.786.187,1.281.422,120.410,2.382.323
196,3.266.667,-28.424,-1.790,65.483,1.292.725,1.349.706,1.111.778,5.399.758,-44.430.721,2.952.134,1.281.728,122.234,2.387.470
197,3.283.333,-50.716,18.332,52.320,1.292.691,1.349.719,1.111.806,271.255,-44.379.078,1.850.902,1.281.937,124.550,2.392.418
198,3.300.000,-26.806,-1.825,64.167,1.292.731,1.349.712,1.111.788,309.427,-44.785.664,1.614.785,1.282.126,127.132,2.397.521
199,3.316.667,-28.547,-1.397,62.786,1.292.732,1.349.707,1.111.785,-11.039.338,-60.442.406,173.495.590,1.282.222,130.123,2.402.517
200,3.333.333,896.437,-4.023.261,-179.915.894,1.292.696,1.349.719,1.111.814,-11.138.451,-60.841.011,174.232.422,1.282.189,132.472,2.407.003
201,3.350.000,-28.795,-3.876,65.230,1.292.731,1.349.707,1.111.796,-1.344.844,-44.883.694,2.267.379,1.282.039,135.777,2.412.038
202,3.366.667,-29.663,-681,62.623,1.292.729,1.349.703,1.111.788,-16.039.316,-61.059.650,171.545.227,1.281.972,138.736,2.415.585
203,3.383.333,-29.773,-2.105,64.495,1.292.722,1.349.704,1.111.790,-12.831.167,-62.073.837,176.382.355,1.281.381,141.063,2.418.740
204,3.400.000,-28.418,-690,65.354,1.292.728,1.349.706,1.111.797,-13.383.869,-62.250.679,177.385.483,1.281.110,143.920,2.421.949
205,3.416.667,-29.943,-2.710,66.821,1.292.723,1.349.706,1.111.789,-8.994.213,-62.344.780,-179.306.381,1.280.777,147.565,2.424.733
206,3.433.333,897.704,-4.023.027,-179.915.390,1.292.689,1.349.717,1.111.817,-11.094.279,-62.378.574,178.267.181,1.280.512,151.133,2.427.409
207,3.450.000,-27.220,1.158,62.512,1.292.726,1.349.710,1.111.793,-12.961.357,-61.998.249,176.506.714,1.280.113,154.863,2.429.452
208,3.466.667,-30.480,-1.641,64.775,1.292.722,1.349.707,1.111.789,-17.641.083,-62.072.659,174.239.075,1.279.563,157.705,2.430.721
209,3.483.333,-29.562,-3.671,65.058,1.292.720,1.349.703,1.111.783,-11.493.986,-62.554.985,179.307.648,1.278.916,161.541,2.431.286
210,3.500.000,-30.070,788,65.029,1.292.722,1.349.704,1.111.784,-16.090.822,-62.364.204,175.071.289,1.278.304,164.539,2.431.593
211,3.516.667,-27.608,-113,61.970,1.292.721,1.349.704,1.111.780,-18.625.135,-62.326.851,172.218.613,1.277.854,168.149,2.431.645
212,3.533.333,899.154,-4.022.807,-179.915.848,1.292.691,1.349.721,1.111.808,-14.310.623,-62.888.805,174.560.806,1.277.165,171.636,2.430.863
213,3.550.000,-28.175,150,65.191,1.292.723,1.349.704,1.111.778,-14.736.760,-62.862.854,173.763.016,1.276.570,175.342,2.429.917
214,3.566.667,902.010,-4.023.671,-179.914.886,1.292.689,1.349.717,1.111.805,-9.190.200,-63.310.200,179.168.274,1.275.692,178.642,2.428.073
215,3.583.333,-22.386,4.122,72.809,1.292.743,1.349.715,1.111.762,-13.361.515,-62.975.185,174.443.649,1.275.138,183.014,2.426.291
216,3.600.000,-29.629,-2.769,63.400,1.292.728,1.349.704,1.111.781,-15.229.139,-62.541.885,171.661.957,1.274.562,187.829,2.423.991
217,3.616.667,-30.359,1.902,62.819,1.292.728,1.349.705,1.111.776,-13.255.022,-62.884.445,175.031.403,1.273.703,191.947,2.420.921
218,3.633.333,898.116,-4.019.236,-179.920.685,1.292.696,1.349.722,1.111.811,-14.599.693,-62.760.574,171.490.631,1.273.205,196.084,2.417.952
219,3.650.000,-26.010,-2.540,66.136,1.292.732,1.349.708,1.111.786,-11.673.568,-63.100.090,173.951.614,1.272.479,200.453,2.414.366
220,3.666.667,-30.030,-798,63.204,1.292.731,1.349.712,1.111.792,-9.705.901,-62.782.219,173.085.403,1.271.999,205.716,2.410.843
221,3.683.333,-27.707,-1.070,62.427,1.292.725,1.349.702,1.111.788,-15.599.523,-61.930.275,168.142.532,1.271.504,211.118,2.407.024
222,3.700.000,-26.913,-1.247,65.171,1.292.728,1.349.706,1.111.789,-14.214.823,-62.079.201,167.903.687,1.270.888,216.253,2.402.831
223,3.716.667,-29.432,-1.183,64.574,1.292.726,1.349.703,1.111.793,-14.496.475,-61.863.770,167.832.947,1.270.365,221.722,2.398.450
224,3.733.333,-30.682,527,62.876,1.292.720,1.349.705,1.111.790,-11.602.541,-62.035.172,169.705.765,1.269.800,227.381,2.393.910
225,3.750.000,-30.832,227,62.803,1.292.725,1.349.703,1.111.796,-11.248.940,-62.259.205,169.370.682,1.269.343,233.514,2.389.227
226,3.766.667,-29.747,-2.518,63.515,1.292.723,1.349.705,1.111.791,-10.998.537,-62.067.501,168.559.937,1.268.898,239.763,2.384.562
227,3.783.333,-29.531,-1.697,63.246,1.292.715,1.349.698,1.111.787,-11.142.374,-62.055.309,167.919.525,1.268.451,246.282,2.379.816
228,3.800.000,902.945,-4.024.806,-179.915.771,1.292.692,1.349.722,1.111.820,-10.564.496,-62.117.580,168.305.115,1.268.065,253.208,2.375.059
229,3.816.667,-29.458,-1.779,63.362,1.292.722,1.349.703,1.111.786,-8.848.252,-62.094.677,169.295.090,1.267.760,260.394,2.370.266
230,3.833.333,-33.061,-955,62.375,1.292.715,1.349.706,1.111.788,-9.402.492,-61.917.912,168.448.425,1.267.488,267.630,2.365.574
231,3.850.000,901.918,-4.023.745,-179.915.909,1.292.697,1.349.724,1.111.820,-8.670.959,-62.010.189,168.967.209,1.267.233,275.260,2.360.979
232,3.866.667,-27.923,1.197,63.348,1.292.719,1.349.704,1.111.784,-8.837.256,-61.906.555,168.325.363,1.267.020,283.040,2.356.375
233,3.883.333,896.158,-4.022.960,-179.916.626,1.292.690,1.349.724,1.111.809,-9.248.675,-61.634.407,167.849.564,1.266.849,290.941,2.351.898
234,3.900.000,-22.041,4.488,70.967,1.292.744,1.349.720,1.111.773,-8.067.453,-61.851.509,168.958.969,1.266.597,299.171,2.347.558
235,3.916.667,-27.148,-3.844,66.117,1.292.731,1.349.701,1.111.778,-8.847.099,-61.651.714,168.177.444,1.266.544,307.463,2.343.366
236,3.933.333,-31.226,-1.126,61.561,1.292.728,1.349.709,1.111.780,-8.691.043,-61.550.278,167.948.044,1.266.477,316.169,2.339.220
237,3.950.000,-26.470,-996,62.471,1.292.730,1.349.707,1.111.783,-7.799.671,-61.538.071,168.752.258,1.266.376,324.898,2.335.275
238,3.966.667,-26.051,-938,63.649,1.292.730,1.349.710,1.111.783,-7.891.544,-61.547.108,168.632.507,1.266.331,333.848,2.331.476
239,3.983.333,-30.118,-2.572,64.448,1.292.725,1.349.710,1.111.777,-7.795.075,-61.406.456,168.450.607,1.266.352,343.070,2.327.855
240,4.000.000,-27.935,-1.261,64.186,1.292.726,1.349.707,1.111.783,-7.973.285,-61.247.337,168.343.933,1.266.452,352.311,2.324.317
241,4.016.667,903.625,-4.019.755,-179.918.259,1.292.701,1.349.721,1.111.816,-7.699.397,-61.186.749,168.550.049,1.266.462,361.567,2.320.994
242,4.033.333,-34.318,-1.599,62.509,1.292.721,1.349.706,1.111.779,-8.035.431,-60.949.707,168.322.342,1.266.584,371.064,2.317.759
243,4.050.000,-29.155,-2.186,62.063,1.292.727,1.349.701,1.111.789,-8.344.605,-60.879.425,167.988.266,1.266.725,380.659,2.314.705
244,4.066.667,-31.034,-1.568,64.102,1.292.724,1.349.705,1.111.791,-8.479.686,-60.697.407,167.960.739,1.266.928,390.277,2.311.753
245,4.083.333,-29.982,-810,61.830,1.292.718,1.349.702,1.111.788,-7.432.788,-60.639.709,169.201.050,1.267.127,399.861,2.308.964
246,4.100.000,-20.883,3.910,72.458,1.292.736,1.349.711,1.111.778,-7.671.860,-60.389.275,169.030.899,1.267.290,409.419,2.306.317
247,4.116.667,-27.421,23,61.496,1.292.722,1.349.701,1.111.791,-8.235.125,-60.230.057,168.703.262,1.267.528,419.191,2.303.735
248,4.133.333,-28.780,-2.611,62.494,1.292.722,1.349.707,1.111.789,-8.047.939,-60.160.275,169.022.690,1.267.813,428.939,2.301.367
249,4.150.000,-29.314,-120,63.896,1.292.722,1.349.706,1.111.792,-8.052.626,-60.148.895,168.854.279,1.268.067,438.880,2.299.030
250,4.166.667,-28.256,-3.230,65.020,1.292.723,1.349.706,1.111.796,-7.519.705,-59.966.652,169.508.133,1.268.348,448.940,2.296.842
251,4.183.333,-30.788,-795,64.922,1.292.720,1.349.705,1.111.787,-7.697.754,-59.845.394,169.730.804,1.268.591,459.027,2.294.780
252,4.200.000,-30.094,211,62.179,1.292.719,1.349.705,1.111.788,-7.512.859,-59.711.285,169.853.577,1.268.914,469.144,2.292.774
253,4.216.667,-29.976,1.418,61.529,1.292.727,1.349.707,1.111.789,-7.909.625,-59.488.598,169.851.044,1.269.299,479.394,2.290.894
254,4.233.333,-33.447,-708,64.330,1.292.722,1.349.712,1.111.785,-8.876.198,-59.487.206,168.659.454,1.269.590,489.479,2.289.113
255,4.250.000,899.100,-4.021.767,-179.916.672,1.292.699,1.349.720,1.111.818,-8.319.065,-59.126.995,170.210.754,1.269.910,499.722,2.287.384
256,4.266.667,-30.216,-1.157,66.217,1.292.729,1.349.710,1.111.785,-7.845.366,-59.081.364,170.267.685,1.270.273,510.149,2.285.683
257,4.283.333,897.111,-4.021.977,-179.918.152,1.292.697,1.349.719,1.111.809,-8.945.735,-59.054.008,169.148.087,1.270.592,520.265,2.284.119
258,4.300.000,-27.439,-1.364,64.292,1.292.729,1.349.707,1.111.782,-7.583.370,-58.882.824,170.819.931,1.270.882,530.493,2.282.525
259,4.316.667,-27.690,236,62.772,1.292.733,1.349.707,1.111.779,-8.374.935,-58.752.373,170.068.268,1.271.185,540.470,2.281.126
260,4.333.333,-31.273,1.763,63.038,1.292.725,1.349.701,1.111.771,-8.130.281,-58.622.051,170.814.987,1.271.529,550.618,2.279.618
261,4.350.000,-46.411,17.190,51.510,1.292.695,1.349.717,1.111.812,-8.126.272,-58.509.377,170.850.510,1.271.809,560.745,2.278.185
262,4.366.667,-28.190,1.133,61.196,1.292.728,1.349.707,1.111.786,-8.586.654,-58.407.249,170.115.021,1.272.058,570.782,2.276.842
263,4.383.333,-49.227,17.936,51.403,1.292.692,1.349.720,1.111.807,862.001,-43.334.217,-2.243.888,1.272.328,580.596,2.275.551
264,4.400.000,-29.554,-1.132,63.186,1.292.725,1.349.702,1.111.784,-8.882.025,-58.189.346,170.005.005,1.272.633,590.677,2.274.165
265,4.416.667,-28.288,2.126,63.389,1.292.730,1.349.705,1.111.787,-8.004.744,-58.007.587,171.133.621,1.272.874,600.713,2.272.833
266,4.433.333,-31.120,-797,64.719,1.292.716,1.349.705,1.111.784,-7.066.483,-57.831.753,172.387.238,1.273.065,610.362,2.271.643
267,4.450.000,-30.561,-51,64.584,1.292.722,1.349.705,1.111.791,-8.944.076,-57.692.402,170.790.970,1.273.238,620.150,2.270.382
268,4.466.667,-28.057,-660,64.979,1.292.724,1.349.708,1.111.790,-7.352.581,-57.694.767,171.568.405,1.273.455,629.818,2.269.130
269,4.483.333,-29.953,-302,65.770,1.292.721,1.349.701,1.111.782,-7.148.785,-57.593.536,171.716.736,1.273.602,639.396,2.267.872
270,4.500.000,-29.772,-820,62.943,1.292.728,1.349.706,1.111.790,1.609.608,-42.440.228,-1.524.387,1.273.755,648.726,2.266.674
271,4.516.667,-29.532,-2.679,65.144,1.292.724,1.349.698,1.111.785,-9.567.787,-57.252.796,170.430.786,1.273.900,658.161,2.265.434
272,4.533.333,-32.381,178,63.661,1.292.722,1.349.702,1.111.784,-7.504.551,-57.362.305,171.550.583,1.274.031,667.581,2.264.187
273,4.550.000,-31.646,-1.109,63.911,1.292.729,1.349.709,1.111.790,-7.477.116,-57.235.661,171.527.603,1.274.086,676.845,2.262.952
274,4.566.667,-29.828,-550,62.130,1.292.731,1.349.709,1.111.793,-8.557.619,-57.015.198,171.118.118,1.274.143,685.894,2.261.817
275,4.583.333,-29.620,-2.147,64.034,1.292.727,1.349.705,1.111.783,-9.593.929,-56.949.123,170.378.998,1.274.264,695.145,2.260.549
276,4.600.000,-31.026,-1.099,64.856,1.292.729,1.349.707,1.111.783,-7.900.271,-56.980.129,171.545.807,1.274.325,704.301,2.259.348
277,4.616.667,-27.142,-1.162,62.978,1.292.728,1.349.708,1.111.786,-7.914.744,-56.922.752,171.568.680,1.274.371,713.367,2.258.124
278,4.633.333,-31.651,-1.061,63.778,1.292.721,1.349.707,1.111.780,-7.858.487,-56.734.825,171.629.364,1.274.406,722.361,2.256.906
279,4.650.000,-28.763,359,63.579,1.292.724,1.349.708,1.111.780,-8.185.313,-56.648.968,171.323.639,1.274.502,731.301,2.255.688
280,4.666.667,-28.017,371,63.894,1.292.727,1.349.706,1.111.782,-7.947.364,-56.597.355,171.392.349,1.274.539,740.156,2.254.490
281,4.683.333,897.401,-4.021.918,-179.916.183,1.292.694,1.349.720,1.111.805,-8.086.997,-56.468.868,171.171.402,1.274.588,748.862,2.253.259
282,4.700.000,-26.295,-2.860,64.451,1.292.724,1.349.706,1.111.781,-7.597.710,-56.422.112,171.253.082,1.274.621,757.566,2.252.072
283,4.716.667,-25.832,-2.733,64.760,1.292.725,1.349.707,1.111.786,-8.408.904,-56.361.481,170.583.633,1.274.678,765.981,2.250.918
284,4.733.333,898.345,-4.021.680,-179.916.855,1.292.691,1.349.723,1.111.812,-9.299.964,-56.217.213,170.407.913,1.274.813,774.573,2.249.704
285,4.750.000,-29.743,-552,64.172,1.292.724,1.349.706,1.111.779,-8.067.223,-56.249.050,170.717.194,1.274.828,782.865,2.248.636
286,4.766.667,-27.114,-2.284,62.757,1.292.721,1.349.708,1.111.785,-7.881.663,-56.096.264,170.986.755,1.274.990,791.426,2.247.509
287,4.783.333,-50.092,15.161,53.544,1.292.690,1.349.723,1.111.814,-7.766.290,-56.090.008,170.994.980,1.275.079,799.861,2.246.423
288,4.800.000,-29.868,707,62.910,1.292.724,1.349.705,1.111.789,-7.783.197,-55.975.212,170.833.435,1.275.148,808.198,2.245.380
289,4.816.667,-28.705,-2.664,64.067,1.292.726,1.349.707,1.111.791,-7.827.073,-55.819.466,170.846.695,1.275.281,816.580,2.244.346
290,4.833.333,900.630,-4.021.311,-179.917.358,1.292.687,1.349.719,1.111.814,1.743.511,-40.789.158,-1.908.554,1.275.522,825.140,2.243.285
291,4.850.000,-28.309,-616,64.464,1.292.723,1.349.709,1.111.794,-8.879.554,-55.759.384,169.925.568,1.275.635,833.382,2.242.374
292,4.866.667,-27.306,-1.095,64.152,1.292.730,1.349.707,1.111.793,-7.971.236,-55.639.286,170.668.442,1.275.782,841.669,2.241.503
293,4.883.333,899.455,-4.021.079,-179.918.533,1.292.695,1.349.718,1.111.816,-8.088.857,-55.553.448,170.681.519,1.275.998,849.912,2.240.652
294,4.900.000,-28.877,-1.705,67.313,1.292.726,1.349.710,1.111.788,-8.315.975,-55.525.677,170.443.634,1.276.169,858.139,2.239.801
295,4.916.667,-29.373,-1.220,64.525,1.292.734,1.349.711,1.111.792,-7.867.813,-55.436.958,170.906.204,1.276.377,866.244,2.239.038
296,4.933.333,-31.351,-4.648,65.925,1.292.724,1.349.707,1.111.784,-7.749.979,-55.449.577,170.919.998,1.276.637,874.383,2.238.292
297,4.950.000,-30.143,-2.125,64.326,1.292.729,1.349.701,1.111.779,-7.896.880,-55.366.734,170.672.867,1.276.895,882.529,2.237.587
298,4.966.667,-28.703,-240,63.994,1.292.733,1.349.709,1.111.787,-7.404.265,-55.412.994,171.092.209,1.277.192,890.637,2.236.940
299,4.983.333,-31.638,-2.601,63.503,1.292.724,1.349.714,1.111.779,-7.183.083,-55.441.669,171.183.441,1.277.496,898.830,2.236.283
300,5.000.000,-29.591,-2.168,63.781,1.292.728,1.349.704,1.111.778,-7.415.153,-55.382.030,170.977.798,1.277.782,906.909,2.235.741
301,5.016.667,-24.500,-1.691,64.312,1.292.730,1.349.709,1.111.781,-7.357.563,-55.301.357,171.086.151,1.278.129,915.088,2.235.250
302,5.033.333,-21.210,-10.572,72.629,1.292.701,1.349.717,1.111.788,-7.433.212,-55.347.370,170.901.474,1.278.458,923.269,2.234.799
303,5.050.000,-32.540,1.281,63.914,1.292.722,1.349.708,1.111.777,-7.657.551,-55.320.320,170.708.923,1.278.818,931.553,2.234.352
304,5.066.667,-30.673,121,64.080,1.292.729,1.349.711,1.111.782,-7.500.945,-55.139.534,170.853.989,1.279.211,939.731,2.234.014
305,5.083.333,-29.393,-55,63.537,1.292.718,1.349.702,1.111.774,-7.357.590,-55.159.275,171.014.999,1.279.621,947.934,2.233.712
306,5.100.000,-30.953,1.179,64.394,1.292.717,1.349.704,1.111.778,-7.486.988,-55.204.510,170.931.015,1.280.018,956.206,2.233.428
307,5.116.667,-26.970,-1.249,64.107,1.292.727,1.349.713,1.111.787,-7.665.426,-55.148.922,170.751.236,1.280.441,964.329,2.233.217
308,5.133.333,-30.058,-1.502,64.716,1.292.723,1.349.709,1.111.781,-8.186.842,-55.123.409,170.705.429,1.280.862,972.522,2.233.196
309,5.150.000,-24.020,4.080,73.390,1.292.743,1.349.714,1.111.770,-8.040.523,-55.149.273,170.922.623,1.281.316,980.631,2.233.083
310,5.166.667,-24.740,-1.780,65.575,1.292.727,1.349.704,1.111.789,-7.955.424,-55.193.535,171.039.963,1.281.783,988.660,2.233.009
311,5.183.333,898.833,-4.020.957,-179.918.472,1.292.694,1.349.724,1.111.820,-8.854.425,-54.822.109,170.204.590,1.282.349,996.400,2.232.830
312,5.200.000,-47.508,18.633,48.129,1.292.698,1.349.717,1.111.819,-8.500.163,-54.597.511,170.454.834,1.282.871,1.004.190,2.232.851
313,5.216.667,-27.823,-1.323,64.723,1.292.731,1.349.706,1.111.795,-8.814.102,-54.511.677,170.464.233,1.283.372,1.011.771,2.232.829
314,5.233.333,899.437,-4.022.095,-179.916.779,1.292.695,1.349.719,1.111.814,-8.804.041,-54.581.669,171.132.339,1.283.933,1.019.100,2.232.748
315,5.250.000,-30.099,-1.412,64.323,1.292.730,1.349.705,1.111.792,-9.131.055,-54.510.349,171.091.232,1.284.484,1.026.362,2.232.706
316,5.266.667,-25.915,-2.496,64.853,1.292.734,1.349.713,1.111.791,-9.048.278,-54.369.556,171.129.669,1.285.030,1.033.427,2.232.696
317,5.283.333,-23.904,3.376,75.129,1.292.742,1.349.717,1.111.771,-9.055.069,-54.320.187,171.393.616,1.285.605,1.040.314,2.232.658
318,5.300.000,-46.017,20.222,50.785,1.292.700,1.349.721,1.111.811,-9.308.208,-54.227.684,171.137.543,1.286.190,1.047.028,2.232.563
319,5.316.667,-26.672,1.488,64.456,1.292.732,1.349.706,1.111.787,-9.495.451,-54.089.752,171.081.497,1.286.782,1.053.538,2.232.480
320,5.333.333,-30.662,570,63.955,1.292.725,1.349.709,1.111.776,-9.739.544,-54.005.310,170.912.750,1.287.349,1.059.850,2.232.378
321,5.350.000,-30.577,70,64.404,1.292.728,1.349.707,1.111.779,-9.640.557,-53.922.276,171.094.971,1.287.916,1.066.017,2.232.244
322,5.366.667,-28.088,-212,65.119,1.292.731,1.349.704,1.111.784,-9.372.323,-53.918.026,171.493.637,1.288.496,1.072.001,2.232.075
323,5.383.333,898.537,-4.019.246,-179.915.451,1.292.693,1.349.725,1.111.808,-9.645.925,-53.843.388,171.507.767,1.289.058,1.077.766,2.231.841
324,5.400.000,-30.137,-591,63.714,1.292.723,1.349.706,1.111.773,-9.400.396,-53.622.616,171.665.863,1.289.603,1.083.409,2.231.637
325,5.416.667,-25.831,534,64.600,1.292.727,1.349.707,1.111.782,-9.134.423,-53.800.808,172.193.634,1.290.119,1.088.656,2.231.272
326,5.433.333,-30.699,-3.173,64.716,1.292.720,1.349.705,1.111.772,-9.024.317,-53.716.537,172.167.999,1.290.686,1.093.775,2.230.895
327,5.450.000,-31.540,1.138,61.088,1.292.723,1.349.702,1.111.775,-8.889.208,-53.735.497,172.192.001,1.291.198,1.098.771,2.230.514
328,5.466.667,-25.509,261,62.928,1.292.729,1.349.703,1.111.786,-8.246.349,-53.508.011,172.208.832,1.291.684,1.103.605,2.230.192
329,5.483.333,-28.548,-2.514,64.614,1.292.724,1.349.700,1.111.778,-8.705.788,-53.581.703,172.117.172,1.292.199,1.108.006,2.229.597
330,5.500.000,-30.439,-152,62.237,1.292.726,1.349.707,1.111.781,-8.750.954,-53.537.880,172.086.121,1.292.709,1.112.318,2.229.060
331,5.516.667,-25.996,-1.752,63.932,1.292.727,1.349.709,1.111.792,-8.616.455,-53.486.015,172.065.186,1.293.197,1.116.416,2.228.541
332,5.533.333,-32.311,-2.287,63.255,1.292.726,1.349.705,1.111.789,-8.560.787,-53.428.051,172.113.205,1.293.613,1.120.437,2.227.945
333,5.550.000,-31.458,-3.862,64.530,1.292.718,1.349.700,1.111.787,-8.318.236,-53.433.556,172.460.114,1.294.057,1.124.011,2.227.309
334,5.566.667,-26.539,890,63.284,1.292.731,1.349.705,1.111.795,-8.491.598,-53.475.628,172.378.433,1.294.554,1.127.397,2.226.637
335,5.583.333,-32.123,232,63.274,1.292.725,1.349.703,1.111.789,-8.361.672,-53.448.536,172.552.429,1.295.004,1.130.635,2.225.937
336,5.600.000,-30.809,-2.436,63.761,1.292.726,1.349.707,1.111.787,-7.972.498,-53.376.049,172.634.521,1.295.389,1.133.607,2.225.216
337,5.616.667,-26.336,820,62.733,1.292.730,1.349.701,1.111.791,-8.134.344,-53.362.129,172.364.609,1.295.808,1.136.344,2.224.468
338,5.633.333,-31.216,-1.671,62.969,1.292.727,1.349.702,1.111.787,-8.133.714,-53.355.793,172.325.684,1.296.222,1.138.923,2.223.729
339,5.650.000,-51.356,18.062,50.666,1.292.696,1.349.720,1.111.815,-8.129.663,-53.298.546,172.279.099,1.296.595,1.141.228,2.222.937
340,5.666.667,-27.486,-622,64.306,1.292.729,1.349.705,1.111.787,-8.182.309,-53.286.739,172.124.359,1.296.966,1.143.282,2.222.097
341,5.683.333,-28.969,277,64.317,1.292.720,1.349.705,1.111.777,-8.174.123,-53.290.794,172.173.203,1.297.333,1.145.169,2.221.276
342,5.700.000,896.610,-4.020.636,-179.917.282,1.292.696,1.349.723,1.111.810,-8.000.147,-53.308.266,172.284.622,1.297.709,1.146.816,2.220.495
343,5.716.667,-29.639,-1.522,65.377,1.292.730,1.349.708,1.111.784,-7.831.522,-53.260.124,172.345.490,1.298.039,1.148.274,2.219.612
344,5.733.333,-31.769,-232,64.789,1.292.720,1.349.709,1.111.775,-7.726.065,-53.392.506,172.400.681,1.298.349,1.149.640,2.218.765
345,5.750.000,-32.466,-427,64.783,1.292.727,1.349.709,1.111.777,-7.699.207,-53.394.909,172.394.516,1.298.669,1.150.758,2.217.935
346,5.766.667,-27.966,209,64.187,1.292.731,1.349.714,1.111.789,-7.553.137,-53.399.075,172.313.812,1.298.950,1.151.806,2.217.028
347,5.783.333,-31.639,-18,63.517,1.292.723,1.349.701,1.111.771,-7.437.109,-53.406.906,172.260.925,1.299.244,1.152.659,2.216.238
348,5.800.000,-30.244,488,63.564,1.292.728,1.349.708,1.111.781,-7.340.828,-53.406.116,172.254.974,1.299.494,1.153.458,2.215.384
349,5.816.667,-27.387,3.109,62.884,1.292.731,1.349.706,1.111.785,-7.041.330,-53.461.773,172.357.498,1.299.744,1.154.033,2.214.627
350,5.833.333,898.537,-4.022.510,-179.916.458,1.292.697,1.349.720,1.111.812,-6.966.611,-53.493.248,172.421.494,1.299.968,1.154.650,2.213.817
351,5.850.000,-29.464,-1.629,62.002,1.292.726,1.349.706,1.111.787,-6.821.667,-53.634.789,172.489.822,1.300.187,1.155.025,2.213.066
352,5.866.667,-27.829,-1.538,66.376,1.292.735,1.349.705,1.111.795,-6.821.943,-53.686.569,172.502.533,1.300.390,1.155.324,2.212.310
353,5.883.333,-30.209,536,63.049,1.292.724,1.349.708,1.111.787,-7.093.756,-53.747.795,172.356.781,1.300.522,1.155.606,2.211.535
354,5.900.000,-31.414,-1.094,64.628,1.292.727,1.349.704,1.111.792,-7.296.443,-53.806.175,172.184.952,1.300.718,1.155.811,2.210.810
355,5.916.667,-27.188,-2.518,63.598,1.292.735,1.349.705,1.111.797,-7.361.189,-53.831.814,172.134.415,1.300.868,1.155.902,2.210.117
356,5.933.333,-31.124,-2.868,64.501,1.292.724,1.349.705,1.111.796,-7.305.007,-53.820.713,172.304.047,1.301.023,1.155.992,2.209.473
