Frame,time,spm_rot_x,spm_rot_y,spm_rot_z,spm_pos_x,spm_pos_y,spm_pos_z,cf_rot_x,cf_rot_y,cf_rot_z,cf_pos_x,cf_pos_y,cf_pos_z
361,6.016667,-0.290012,42.809315,-0.113964,141.088455,47.187363,105.847656,-179.805298,74.691429,178.380249,143.929001,62.420265,244.991302
362,6.033333,-0.293347,42.807613,-0.112078,141.089188,47.186726,105.848099,-179.826950,74.710777,178.398026,143.967255,62.424969,244.803833
363,6.050000,-0.285208,42.810413,-0.119828,141.088394,47.187840,105.847595,-179.833176,74.730034,178.401031,144.015106,62.426727,244.613129
364,6.066667,-0.289930,42.815647,-0.120615,141.088028,47.189301,105.848923,-179.837982,74.904526,178.400330,144.051987,62.421684,244.430634
365,6.083333,-0.285542,42.808655,-0.116171,141.089706,47.186939,105.847839,-179.746368,75.073189,178.316940,144.100845,62.415154,244.244980
366,6.100000,-0.283927,42.816971,-0.117850,141.088867,47.187328,105.847954,-179.746155,75.073380,178.316742,144.124954,62.409794,244.057892
367,6.116667,-0.284618,42.810238,-0.124517,141.088303,47.188580,105.847931,-179.549713,75.243729,178.160645,144.176193,62.400784,243.875961
368,6.133333,-0.282827,42.809128,-0.117545,141.088791,47.186859,105.847656,-179.477921,75.301109,178.101501,144.209229,62.393196,243.692398
369,6.150000,-0.284396,42.811024,-0.119987,141.088776,47.187057,105.847641,-179.477692,75.301300,178.101303,144.247757,62.380844,243.512863
370,6.166667,-0.290169,42.810474,-0.113976,141.088181,47.188728,105.848274,-179.477478,75.301514,178.101181,144.274979,62.370716,243.336304
371,6.183333,-0.287135,42.807201,-0.115842,141.089966,47.186317,105.847420,-179.477325,75.301727,178.101028,144.307480,62.349110,243.169098
372,6.200000,-0.288495,42.811562,-0.118532,141.088287,47.189419,105.848602,-179.477081,75.301910,178.100815,144.331314,62.334572,242.999893
373,6.216667,-0.284667,42.811642,-0.120174,141.087631,47.189651,105.848381,-179.384445,75.473793,178.021240,144.351410,62.312637,242.839142
374,6.233333,-0.282609,42.808811,-0.112953,141.088684,47.186810,105.847801,-179.384354,75.473969,178.021164,144.377716,62.296028,242.672211
375,6.250000,-0.284176,42.813732,-0.118232,141.088348,47.186749,105.846809,-179.385376,75.480408,178.022095,144.394501,62.266094,242.515182
376,6.266667,-0.285105,42.813370,-0.118983,141.088135,47.188835,105.848434,-179.385376,75.480606,178.022079,144.417725,62.246937,242.350464
377,6.283333,-0.286506,42.811764,-0.114551,141.088898,47.186470,105.847443,-179.385422,75.480812,178.022095,144.434631,62.209274,242.197067
378,6.300000,-0.286742,42.814133,-0.120361,141.089203,47.187393,105.847015,-179.385666,75.481026,178.022293,144.451050,62.189682,242.039185
379,6.316667,-0.287441,42.810543,-0.115440,141.088287,47.188873,105.848000,-179.443436,75.540100,178.071579,144.468781,62.155640,241.882111
380,6.333333,-0.283367,42.813885,-0.117061,141.089249,47.186558,105.847397,-179.443680,75.540314,178.071793,144.488007,62.129761,241.716339
381,6.350000,-0.281985,42.810905,-0.117114,141.089935,47.186226,105.847427,-179.514511,75.598740,178.132858,144.506134,62.094135,241.556412
382,6.366667,-0.281822,42.811066,-0.122045,141.087631,47.188858,105.846581,-179.539017,75.618279,178.153229,144.529312,62.069450,241.382523
383,6.383333,-0.283093,42.814804,-0.117954,141.088821,47.187210,105.847595,-179.624573,75.677361,178.229767,144.542236,62.039852,241.211456
384,6.400000,-0.286963,42.813728,-0.116403,141.089478,47.187088,105.846931,-179.670273,75.735054,178.264435,144.563492,62.017513,241.032623
385,6.416667,-0.287598,42.811340,-0.117428,141.087646,47.188080,105.847641,179.786560,76.229996,178.788437,144.572693,61.989021,240.864975
386,6.433333,-0.282522,42.811211,-0.113052,141.089081,47.187069,105.848274,179.786575,76.230202,178.788406,144.591965,61.968540,240.686920
387,6.450000,-0.289749,42.813206,-0.115845,141.088104,47.188824,105.847908,179.808975,76.398125,178.789551,144.603790,61.940437,240.518661
388,6.466667,-0.281467,42.817924,-0.123339,141.088806,47.186794,105.846619,179.851120,76.456848,178.755173,144.617767,61.923241,240.344757
389,6.483333,-0.290918,42.808636,-0.110417,141.089340,47.187405,105.848869,179.956085,76.632217,178.691559,144.631424,61.897232,240.178131
390,6.500000,-0.289914,42.813305,-0.121388,141.089142,47.188126,105.847870,179.956223,76.632416,178.691483,144.645401,61.885571,240.005493
391,6.516667,-0.280488,42.814964,-0.123850,141.088562,47.188175,105.847336,-179.958572,76.799263,178.642349,144.661255,61.876064,239.840057
392,6.533333,-0.283974,42.806400,-0.119764,141.088791,47.187626,105.848099,-179.958466,76.799461,178.642288,144.676407,61.858284,239.680435
393,6.550000,-0.284214,42.812515,-0.118031,141.089386,47.187897,105.848648,-179.967407,76.819023,178.653717,144.678360,61.855305,239.516571
394,6.566667,-0.293034,42.812031,-0.111720,141.087616,47.187828,105.847107,179.950836,76.987442,178.754456,144.688858,61.844677,239.359207
395,6.583333,-0.280280,42.812912,-0.121666,141.089005,47.187412,105.847885,179.950668,76.987640,178.754639,144.697388,61.837513,239.196228
396,6.600000,-0.282473,42.811279,-0.119452,141.089310,47.186810,105.847099,179.950485,76.987846,178.754791,144.697250,61.829620,239.040726
397,6.616667,-0.292428,42.811260,-0.111958,141.088013,47.188389,105.847786,179.950348,76.988045,178.754913,144.712479,61.810226,238.890488
398,6.633333,-0.279860,42.812443,-0.114768,141.089111,47.187500,105.848488,179.950211,76.988235,178.755035,144.713089,61.795479,238.737610
399,6.650000,-0.291896,42.810043,-0.115664,141.088837,47.188644,105.847763,179.950027,76.988434,178.755188,144.728180,61.778236,238.584137
400,6.666667,-0.290580,42.813694,-0.113296,141.088135,47.189510,105.848251,179.949783,76.988640,178.755417,144.730133,61.758930,238.426590
401,6.683333,-0.284658,42.815258,-0.118719,141.089508,47.187298,105.848267,179.949539,76.988853,178.755615,144.747070,61.734325,238.268356
402,6.700000,-0.284490,42.806988,-0.116055,141.088867,47.187267,105.847672,179.949280,76.989044,178.755859,144.749725,61.707951,238.106949
403,6.716667,-0.293519,42.812531,-0.122543,141.088242,47.188602,105.847610,179.949066,76.989265,178.756058,144.771286,61.679344,237.944702
404,6.733333,-0.285908,42.809376,-0.112960,141.089462,47.186298,105.848015,179.948883,76.989479,178.756195,144.773880,61.640305,237.782043
405,6.750000,-0.284884,42.812096,-0.120462,141.089172,47.188736,105.848778,179.518814,77.491974,179.148422,144.786011,61.597157,237.625793
406,6.766667,-0.288731,42.812508,-0.118803,141.088806,47.188942,105.847359,179.518890,77.492149,179.148361,144.788193,61.554207,237.462921
407,6.783333,-0.284915,42.808777,-0.115268,141.089355,47.187290,105.847908,179.518951,77.492386,179.148315,144.798218,61.503792,237.311844
408,6.800000,-0.289479,42.806660,-0.115719,141.089432,47.188057,105.847610,179.655853,77.666763,179.053070,144.806091,61.445969,237.153809
409,6.816667,-0.280203,42.817127,-0.121316,141.087860,47.187572,105.846825,179.656067,77.666962,179.052902,144.808380,61.388950,237.008636
410,6.833333,-0.280184,42.808842,-0.115702,141.089218,47.186428,105.848312,179.756927,77.849396,178.988602,144.813965,61.327530,236.857956
411,6.850000,-0.284206,42.809185,-0.121841,141.089508,47.187336,105.847572,179.759293,77.855904,178.987671,144.817245,61.277615,236.706161
412,6.866667,-0.289465,42.814411,-0.115062,141.088287,47.188549,105.847633,179.759445,77.856102,178.987534,144.823029,61.222046,236.555695
413,6.883333,-0.294224,42.808544,-0.110342,141.089706,47.187908,105.848633,179.377274,78.356789,179.366501,144.827576,61.164196,236.407471
414,6.900000,-0.278561,42.816837,-0.122864,141.090210,47.187771,105.847641,179.377197,78.356964,179.366577,144.825394,61.110188,236.258057
415,6.916667,-0.284492,42.813759,-0.114418,141.087967,47.189648,105.848434,179.377060,78.357178,179.366653,144.832962,61.042698,236.117096
416,6.933333,-0.285298,42.809959,-0.119119,141.089279,47.187008,105.847862,179.259827,78.532059,179.459763,144.829254,60.973785,235.974030
417,6.950000,-0.287988,42.811832,-0.120185,141.088730,47.187584,105.848076,179.259872,78.532249,179.459671,144.834534,60.896534,235.837250
418,6.966667,-0.284342,42.814011,-0.123418,141.087799,47.188599,105.848221,179.259888,78.532455,179.459641,144.814484,60.835247,235.685806
419,6.983333,-0.282621,42.811626,-0.117740,141.089340,47.187359,105.847969,179.181366,78.702896,179.512680,144.808960,60.759510,235.534286
420,7.000000,-0.283757,42.810818,-0.114997,141.088196,47.187420,105.847641,179.181152,78.703110,179.512863,144.807266,60.679184,235.389877
421,7.016667,-0.292327,42.808121,-0.117827,141.088364,47.188553,105.847885,179.178604,78.722893,179.512726,144.801239,60.618324,235.225006
422,7.033333,-0.289845,42.809387,-0.111737,141.090256,47.186028,105.847763,179.074219,78.904945,179.601715,144.797333,60.543095,235.070297
423,7.050000,-0.283234,42.815380,-0.123370,141.089233,47.187469,105.847534,178.783676,79.398781,179.858124,144.786850,60.462940,234.926132
424,7.066667,-0.289202,42.813858,-0.120538,141.087936,47.188412,105.847260,178.783905,79.398964,179.857864,144.776932,60.396187,234.763794
425,7.083333,-0.281745,42.809929,-0.115032,141.088837,47.185909,105.848396,178.820740,79.457993,179.828918,144.765182,60.319527,234.613388
426,7.100000,-0.289613,42.804695,-0.107713,141.088791,47.188095,105.848358,179.464020,79.930840,179.263596,144.761841,60.243626,234.466522
427,7.116667,-0.289040,42.817051,-0.123251,141.087921,47.188995,105.847641,179.464294,79.931038,179.263351,144.742767,60.165047,234.317261
428,7.133333,-0.281243,42.814144,-0.121591,141.089355,47.186897,105.847893,179.464508,79.931236,179.263184,144.720139,60.109402,234.159256
429,7.150000,-0.278554,42.814434,-0.122143,141.089020,47.187416,105.846596,179.464554,79.931450,179.263168,144.708115,60.040237,234.015945
430,7.166667,-0.288423,42.810078,-0.113892,141.088562,47.189365,105.848190,179.376724,80.115120,179.357742,144.696304,59.979546,233.860947
431,7.183333,-0.280071,42.811035,-0.115714,141.089615,47.187103,105.847527,179.376587,80.115318,179.357880,144.681366,59.931988,233.703491
432,7.200000,-0.281183,42.812435,-0.125471,141.088684,47.188057,105.848404,179.333893,80.175217,179.394028,144.659744,59.867592,233.557297
433,7.216667,-0.285818,42.811390,-0.122140,141.088135,47.188126,105.847679,179.068420,80.655571,179.574799,144.651382,59.819908,233.400314
434,7.233333,-0.282786,42.811581,-0.118145,141.089722,47.186600,105.847427,179.068466,80.655746,179.574738,144.615097,59.767487,233.247162
435,7.250000,-0.276008,42.817329,-0.125948,141.089310,47.187275,105.847786,179.068512,80.655937,179.574631,144.595551,59.715279,233.092026
436,7.266667,-0.283380,42.810703,-0.123310,141.088455,47.188427,105.847954,179.068512,80.656166,179.574615,144.572617,59.664009,232.941406
437,7.283333,-0.280967,42.811012,-0.120696,141.089432,47.186787,105.847565,179.068893,80.656860,179.574112,144.544586,59.622131,232.776398
438,7.300000,-0.284959,42.813625,-0.119992,141.088562,47.189297,105.848679,179.004837,80.842323,179.615738,144.524872,59.578873,232.610229
439,7.316667,-0.290564,42.810234,-0.115929,141.089035,47.188133,105.847755,179.004959,80.842552,179.615616,144.489395,59.547729,232.446579
440,7.333333,-0.283789,42.807426,-0.117640,141.088776,47.189178,105.848656,179.171906,81.349709,179.437149,144.473724,59.502728,232.283661
441,7.350000,-0.283261,42.815277,-0.119505,141.088913,47.187279,105.847374,179.172150,81.349907,179.436920,144.442749,59.470844,232.120300
442,7.366667,-0.274612,42.817638,-0.124513,141.087967,47.189064,105.848015,179.223068,81.410873,179.394226,144.397659,59.440254,231.953674
443,7.383333,-0.279732,42.808514,-0.118911,141.089508,47.187675,105.848625,179.241135,81.431068,179.379425,144.373672,59.401409,231.796646
444,7.400000,-0.285862,42.812172,-0.118404,141.089417,47.186531,105.847595,179.881378,81.930092,178.845474,144.335770,59.371239,231.633453
445,7.416667,-0.284369,42.812698,-0.110919,141.088135,47.187744,105.847527,179.881424,81.930283,178.845444,144.303238,59.344418,231.469849
446,7.433333,-0.282478,42.813354,-0.118033,141.089615,47.186775,105.847595,179.881531,81.930473,178.845352,144.261307,59.314449,231.301758
447,7.450000,-0.284117,42.814301,-0.124348,141.088821,47.186928,105.847504,179.881271,81.930672,178.845596,144.222488,59.286983,231.133408
448,7.466667,-0.285058,42.812771,-0.121478,141.088821,47.187870,105.847191,179.881180,81.930908,178.845673,144.191528,59.260780,230.969543
449,7.483333,-0.283761,42.807701,-0.122786,141.088882,47.187225,105.848610,179.683243,82.112389,179.006683,144.142609,59.226196,230.802795
450,7.500000,-0.286787,42.812523,-0.119615,141.088562,47.188423,105.848763,179.683060,82.112579,179.006836,144.100357,59.184296,230.643341
451,7.516667,-0.288241,42.810749,-0.118206,141.088181,47.188271,105.847313,179.682816,82.112808,179.007065,144.053238,59.149956,230.467896
452,7.533333,-0.286130,42.809196,-0.117275,141.089447,47.186459,105.847321,179.683060,82.113029,179.006775,144.025055,59.104187,230.298920
453,7.550000,-0.278026,42.810516,-0.122704,141.089493,47.187286,105.847946,179.313889,82.596001,179.307816,143.974991,59.064205,230.119415
454,7.566667,-0.285740,42.810501,-0.118989,141.087769,47.188446,105.847321,179.313828,82.596191,179.307846,143.938980,59.006996,229.955032
455,7.583333,-0.283990,42.814713,-0.120967,141.089798,47.186977,105.848267,179.300217,82.656326,179.322464,143.879410,58.963089,229.777557
456,7.600000,-0.282131,42.811069,-0.116120,141.089233,47.186924,105.847229,179.300247,82.656540,179.322449,143.847763,58.902496,229.611038
457,7.616667,-0.279938,42.814941,-0.115223,141.088364,47.187729,105.846466,179.256897,82.839516,179.396973,143.808441,58.848824,229.436417
458,7.633333,-0.286145,42.811119,-0.118182,141.089249,47.187035,105.847824,179.256927,82.839699,179.396988,143.750244,58.793076,229.265182
459,7.650000,-0.285199,42.810696,-0.121887,141.088486,47.187222,105.847084,179.257187,82.839905,179.396759,143.712601,58.738510,229.095764
460,7.666667,-0.285551,42.814854,-0.120032,141.088531,47.186649,105.847237,179.257172,82.840134,179.396805,143.657257,58.699871,228.911636
461,7.683333,-0.282132,42.808754,-0.123150,141.089813,47.186203,105.847458,179.257156,82.840355,179.396835,143.626907,58.639233,228.737381
462,7.700000,-0.288201,42.812115,-0.117126,141.088776,47.188477,105.849220,179.256683,82.840630,179.397278,143.569580,58.586872,228.562790
463,7.716667,-0.284026,42.813461,-0.120060,141.088348,47.187420,105.847504,179.256485,82.840889,179.397446,143.535614,58.533894,228.387375
464,7.733333,-0.286408,42.812531,-0.119650,141.088943,47.187160,105.848000,179.255966,82.841171,179.397934,143.478088,58.485104,228.207352
465,7.750000,-0.288438,42.809879,-0.112230,141.088989,47.187794,105.848122,179.255890,82.841423,179.397995,143.444290,58.423744,228.031128
466,7.766667,-0.278292,42.815674,-0.118187,141.087952,47.188847,105.847702,179.255768,82.841721,179.398102,143.395538,58.355171,227.858826
467,7.783333,-0.285104,42.807003,-0.114577,141.089813,47.186722,105.847908,179.255569,82.842056,179.398270,143.359955,58.293175,227.681427
468,7.800000,-0.286267,42.813286,-0.116217,141.088715,47.187828,105.848358,179.255646,82.842354,179.398193,143.303223,58.223351,227.510712
469,7.816667,-0.289475,42.815243,-0.112692,141.088684,47.187702,105.847862,179.255615,82.842690,179.398254,143.271317,58.147602,227.341324
470,7.833333,-0.282236,42.811028,-0.118096,141.088623,47.187294,105.849266,179.255676,82.843040,179.398224,143.215500,58.084469,227.160385
471,7.850000,-0.284019,42.809326,-0.115393,141.088943,47.187721,105.848122,179.255676,82.843399,179.398270,143.185059,58.006870,226.985138
472,7.866667,-0.286307,42.810940,-0.117678,141.088120,47.189129,105.848679,179.255264,82.843773,179.398712,143.138763,57.949287,226.800507
473,7.883333,-0.285562,42.812130,-0.118477,141.089539,47.187050,105.847847,179.255005,82.844154,179.398972,143.103760,57.885998,226.611023
474,7.900000,-0.292882,42.804020,-0.109169,141.089050,47.187328,105.848419,179.254929,82.844551,179.399033,143.077759,57.799988,226.433395
475,7.916667,-0.292367,42.813705,-0.120482,141.087494,47.189171,105.848206,179.254761,82.844978,179.399139,143.052017,57.727890,226.245255
476,7.933333,-0.284929,42.809914,-0.114986,141.089005,47.187359,105.847717,179.254715,82.845390,179.399155,142.990433,57.657688,226.060959
477,7.950000,-0.287373,42.812435,-0.119715,141.088577,47.186573,105.848206,179.254715,82.845840,179.399109,142.959839,57.573666,225.876663
478,7.966667,-0.286283,42.814724,-0.113414,141.088013,47.190800,105.848900,179.255142,82.846268,179.398636,142.921860,57.503319,225.689575
479,7.983333,-0.277080,42.810307,-0.121212,141.088287,47.188663,105.848740,179.417221,83.199356,179.213776,142.899750,57.408478,225.509979
480,8.000000,-0.283439,42.813744,-0.114467,141.089294,47.186832,105.847908,179.417389,83.199799,179.213593,142.862946,57.322575,225.332138
481,8.016667,-0.280256,42.812870,-0.125798,141.088364,47.187908,105.848221,179.417740,83.200233,179.213272,142.815125,57.242672,225.144958
482,8.033333,-0.284821,42.816502,-0.116682,141.089172,47.186886,105.848442,179.430099,83.240891,179.203918,142.783340,57.164146,224.959641
483,8.050000,-0.284703,42.812885,-0.118318,141.089035,47.187630,105.848648,179.430435,83.241341,179.203613,142.755646,57.093750,224.764725
484,8.066667,-0.289676,42.808044,-0.118489,141.087845,47.188217,105.848907,179.538315,83.595329,179.106400,142.727142,57.019943,224.573593
485,8.083333,-0.280411,42.811527,-0.113288,141.088608,47.187908,105.848694,179.538239,83.595741,179.106461,142.677124,56.955170,224.379044
486,8.100000,-0.282728,42.809399,-0.118562,141.088516,47.187859,105.848190,179.538208,83.596176,179.106461,142.650253,56.889427,224.176376
487,8.116667,-0.288018,42.813969,-0.122360,141.088348,47.189110,105.848167,179.538330,83.596619,179.106308,142.612488,56.821747,223.985962
488,8.133333,-0.281158,42.816193,-0.121150,141.089584,47.188324,105.848671,179.579208,83.635231,179.061768,142.574600,56.759930,223.790100
489,8.150000,-0.279801,42.808563,-0.119794,141.089142,47.187248,105.848923,179.579758,83.635658,179.061203,142.538223,56.682049,223.600586
490,8.166667,-0.289695,42.809895,-0.114573,141.088150,47.188194,105.848572,179.580353,83.636093,179.060562,142.493011,56.614048,223.408920
491,8.183333,-0.278391,42.813053,-0.122887,141.089325,47.185940,105.847672,179.706879,83.760208,178.935303,142.461685,56.544102,223.223465
492,8.200000,-0.278656,42.810860,-0.120100,141.089005,47.188038,105.848228,179.707413,83.760643,178.934799,142.440628,56.472961,223.033112
493,8.216667,-0.284699,42.808739,-0.121710,141.088486,47.187477,105.847572,179.707642,83.761086,178.934601,142.392593,56.416328,222.839172
494,8.233333,-0.284148,42.810440,-0.119888,141.088669,47.186249,105.847992,179.723282,83.802193,178.920792,142.357147,56.360046,222.641022
495,8.250000,-0.281299,42.813461,-0.122438,141.088867,47.186398,105.847702,179.720764,83.843216,178.924164,142.309189,56.317242,222.433945
496,8.266667,-0.282712,42.815895,-0.124841,141.087967,47.189087,105.848785,179.750916,83.966797,178.884750,142.285675,56.264591,222.232986
497,8.283333,-0.282506,42.811337,-0.123012,141.089493,47.186382,105.847786,179.751129,83.967201,178.884491,142.233719,56.216274,222.033569
498,8.300000,-0.291405,42.807602,-0.117907,141.088058,47.187168,105.848297,179.751556,83.967659,178.884003,142.187210,56.168442,221.829132
499,8.316667,-0.278027,42.812912,-0.119159,141.088226,47.186081,105.846443,-179.823441,84.875496,178.381134,142.149063,56.113918,221.634628
500,8.333333,-0.281317,42.809013,-0.116213,141.089478,47.185493,105.847847,-179.822586,84.875839,178.380234,142.117828,56.059765,221.440506
501,8.350000,-0.284295,42.812111,-0.124904,141.088531,47.187218,105.848122,-179.821854,84.876183,178.379517,142.063873,56.002789,221.245880
502,8.366667,-0.284066,42.814785,-0.127287,141.087341,47.188557,105.848206,-179.821106,84.876526,178.378799,142.023376,55.937965,221.058990
503,8.383333,-0.272782,42.809875,-0.126323,141.088837,47.187187,105.848206,-179.820694,84.876854,178.378418,141.970413,55.878414,220.864059
504,8.400000,-0.276595,42.813950,-0.129557,141.088409,47.187634,105.848862,-179.820435,84.877213,178.378174,141.950912,55.820431,220.669693
505,8.416667,-0.285959,42.817226,-0.122224,141.087921,47.189056,105.848862,-179.820297,84.877563,178.378067,141.904221,55.770939,220.467026
506,8.433333,-0.282388,42.816086,-0.119621,141.089066,47.186462,105.848503,-179.819916,84.877914,178.377716,141.854172,55.700512,220.274261
507,8.450000,-0.290168,42.807583,-0.112725,141.088989,47.186981,105.848351,-179.819519,84.878288,178.377304,141.803711,55.645866,220.065689
508,8.466667,-0.279948,42.813705,-0.121765,141.087967,47.189407,105.848267,-179.819092,84.878662,178.376831,141.750717,55.586140,219.862183
509,8.483333,-0.280465,42.814289,-0.125005,141.089050,47.188332,105.848907,-179.818085,84.879021,178.375778,141.707596,55.511971,219.670990
510,8.500000,-0.284473,42.815590,-0.122858,141.088379,47.187782,105.848183,-179.817291,84.879410,178.374954,141.658752,55.430840,219.484802
511,8.516667,-0.276924,42.820740,-0.123477,141.088409,47.187363,105.847382,-179.816284,84.879799,178.373947,141.605408,55.354275,219.294434
512,8.533333,-0.277869,42.810760,-0.122711,141.088974,47.185726,105.847870,-179.815414,84.880188,178.373077,141.554565,55.271488,219.110794
513,8.550000,-0.284357,42.816185,-0.120319,141.088455,47.187660,105.848625,-179.814697,84.880615,178.372391,141.506226,55.188744,218.918106
514,8.566667,-0.290343,42.814194,-0.114395,141.087921,47.188938,105.847824,-167.455658,87.419228,166.372696,141.453781,55.118050,218.716843
515,8.583333,-0.284604,42.814819,-0.118447,141.089081,47.187019,105.847885,-167.456253,87.419243,166.373260,141.408493,55.036648,218.519424
516,8.600000,-0.284845,42.813122,-0.112442,141.088989,47.188705,105.848633,-167.456665,87.419250,166.373642,141.344940,54.973488,218.315414
517,8.616667,-0.287967,42.817619,-0.117296,141.088028,47.188686,105.847969,-167.456909,87.419250,166.373840,141.292969,54.892929,218.107559
518,8.633333,-0.290095,42.814552,-0.109981,141.089050,47.187908,105.848953,-167.457123,87.419235,166.374054,141.217819,54.822136,217.880844
519,8.650000,-0.278118,42.811226,-0.116895,141.089172,47.187286,105.848221,-167.456711,87.419235,166.373581,141.168243,54.749374,217.709610
520,8.666667,-0.286285,42.810772,-0.112574,141.087891,47.187939,105.848244,-167.455780,87.419205,166.372604,141.102112,54.674965,217.521545
521,8.683333,-0.283666,42.817509,-0.114330,141.089157,47.187256,105.847992,-167.455429,87.419205,166.372238,141.030106,54.595524,217.324417
522,8.700000,-0.284175,42.812328,-0.114404,141.089355,47.188313,105.849136,-167.454254,87.419189,166.371063,140.974609,54.534000,217.123337
523,8.716667,-0.279287,42.818485,-0.121359,141.088776,47.188164,105.848694,-167.448563,87.419708,166.365234,140.909012,54.474430,216.921494
524,8.733333,-0.282091,42.815063,-0.119816,141.089493,47.186737,105.848480,-167.448166,87.419693,166.364822,140.845901,54.423038,216.707535
525,8.750000,-0.280557,42.811687,-0.117462,141.088745,47.187691,105.848038,-167.448593,87.419701,166.365219,140.772446,54.373978,216.496582
526,8.766667,-0.290211,42.816223,-0.113606,141.087860,47.189117,105.848587,-167.448639,87.419670,166.365204,140.709625,54.362099,216.298508
527,8.783333,-0.285312,42.813198,-0.113630,141.089035,47.186954,105.848076,-167.449341,87.419647,166.365891,140.619659,54.280697,216.036804
528,8.800000,-0.288197,42.813808,-0.115896,141.089218,47.187538,105.848503,-167.448654,87.419632,166.365204,140.549149,54.236763,215.853973
529,8.816667,-0.289924,42.814804,-0.114469,141.088562,47.187893,105.847763,-163.181442,87.152206,161.433380,140.465958,54.231731,215.668152
530,8.833333,-0.293654,42.808853,-0.110447,141.089249,47.187130,105.848358,-163.181595,87.152214,161.433533,140.389557,54.193409,215.465134
531,8.850000,-0.278614,42.813171,-0.119074,141.088470,47.186886,105.848160,-163.176025,87.147354,161.445557,140.324387,54.167030,215.255692
532,8.866667,-0.292886,42.818302,-0.118162,141.088242,47.188190,105.849014,-163.176483,87.147339,161.446030,140.232773,54.157860,215.039536
533,8.883333,-0.290559,42.808178,-0.113393,141.089569,47.187630,105.848480,-163.177536,87.147339,161.447067,140.161926,54.140450,214.817184
534,8.900000,-0.283617,42.816784,-0.114333,141.089920,47.186314,105.847763,-163.177170,87.147331,161.446686,140.064346,54.132004,214.572983
535,8.916667,-0.286796,42.813171,-0.110429,141.088593,47.189270,105.849052,-163.178253,87.147308,161.447754,139.981781,54.120277,214.336945
536,8.933333,-0.279019,42.822414,-0.123321,141.089661,47.186546,105.847382,-163.178986,87.147263,161.448502,139.911789,54.159225,214.175385
537,8.950000,-0.277921,42.819530,-0.122283,141.089325,47.188110,105.848419,-163.180435,87.147240,161.449997,139.807068,54.139118,213.954422
538,8.966667,-0.287003,42.816586,-0.119325,141.089050,47.188591,105.848053,-163.181152,87.147186,161.450714,139.741333,54.126213,213.752075
539,8.983333,-0.286303,42.813541,-0.116868,141.088867,47.188152,105.849625,-163.182877,87.147125,161.452454,139.634232,54.126156,213.539597
540,9.000000,-0.283023,42.811802,-0.113290,141.089508,47.188740,105.848839,-163.184494,87.147057,161.454086,139.553619,54.122005,213.322632
541,9.016667,-0.283929,42.818661,-0.115931,141.088806,47.188538,105.848419,-179.514374,86.688377,178.528107,139.467545,54.120056,213.115189
542,9.033333,-0.289499,42.813358,-0.113933,141.089249,47.187092,105.848755,-179.513977,86.688362,178.527679,139.383240,54.119610,212.890457
543,9.050000,-0.285365,42.814220,-0.116870,141.088684,47.188110,105.849136,-179.513718,86.688362,178.527435,139.294083,54.089882,212.633682
544,9.066667,-0.281914,42.819157,-0.116771,141.088730,47.189270,105.848816,-179.513611,86.688362,178.527328,139.198654,54.103912,212.444214
545,9.083333,-0.282798,42.810551,-0.110937,141.089172,47.186779,105.848984,-179.512955,86.688309,178.526657,139.125885,54.071869,212.233643
546,9.100000,-0.286743,42.811241,-0.115398,141.089218,47.186565,105.847572,-179.512390,86.688225,178.526077,139.030914,54.067303,212.064743
547,9.116667,-0.285672,42.812466,-0.114830,141.088287,47.188416,105.847916,-179.512222,86.688133,178.525955,138.961319,54.026814,211.876938
548,9.133333,-0.287830,42.811268,-0.110005,141.089798,47.187145,105.847862,-179.511536,86.688042,178.525269,138.871109,54.010056,211.675079
549,9.150000,-0.280530,42.815937,-0.114897,141.089249,47.187157,105.848419,-179.510956,86.687904,178.524734,138.782532,53.995235,211.471008
550,9.166667,-0.293381,42.816650,-0.110406,141.088226,47.189079,105.848465,-179.510605,86.687775,178.524368,138.697708,53.960945,211.266708
551,9.183333,-0.286749,42.813160,-0.114746,141.089508,47.187019,105.848671,-179.510620,86.687775,178.524384,138.596512,53.940380,211.026260
552,9.200000,-0.286827,42.815105,-0.121648,141.088562,47.188015,105.847672,-179.510529,86.687630,178.524323,138.532013,53.928680,210.864182
553,9.216667,-0.291671,42.809639,-0.108244,141.087219,47.189552,105.849007,-179.509811,86.687508,178.523590,138.425980,53.884048,210.638687
554,9.233333,-0.281597,42.819359,-0.115397,141.088943,47.187000,105.848602,-179.509079,86.687340,178.522873,138.349091,53.868179,210.476227
555,9.250000,-0.278659,42.811604,-0.115513,141.089127,47.186100,105.848625,-179.508224,86.687172,178.521988,138.255249,53.822571,210.270981
556,9.266667,-0.286736,42.819130,-0.112784,141.088562,47.187645,105.848061,-179.507858,86.686981,178.521637,138.162064,53.801411,210.090729
557,9.283333,-0.280056,42.810150,-0.116778,141.089050,47.186653,105.847679,-179.506943,86.686783,178.520721,138.080185,53.761566,209.882935
558,9.300000,-0.289932,42.811218,-0.109409,141.088333,47.187714,105.848900,-179.506775,86.686584,178.520554,137.999969,53.732674,209.694031
559,9.316667,-0.284900,42.818642,-0.118198,141.088135,47.188038,105.848953,-179.506042,86.686356,178.519958,137.929108,53.664917,209.520142
560,9.333333,-0.288676,42.815849,-0.115033,141.088943,47.187469,105.847969,-179.506134,86.686378,178.520035,137.849350,53.574024,209.336349
