frame,time,spm0_rotX,spm0_rotY,spm0_rotZ,spm0_posX,spm0_posY,spm0_posZ,cf_rotX,cf_rotY,cf_rotZ,cf_posX,cf_posY,cf_posZ,spm1_rotX,spm1_rotY,spm1_rotZ,spm1_posX,spm1_posY,spm1_posZ,spm2_rotX,spm2_rotY,spm2_rotZ,spm2_posX,spm2_posY,spm2_posZ
583,9.716667,176.858749,-42.843037,178.285950,209.408569,48.365856,166.339462,162.213669,83.834251,-173.345490,211.477753,49.623997,248.100204,90.161507,-6.044899,-0.617849,139.982574,46.243492,155.706482,85.203156,4.625728,1.694078,77.900764,80.271927,138.457733
584,9.733333,176.850189,-42.835056,178.254974,209.411240,48.367516,166.339493,162.214172,83.834091,-173.345779,211.502213,49.608742,248.111694,90.137680,-6.044970,-0.635762,139.982483,46.242260,155.702698,-96.641708,-4.393284,177.851074,77.922501,80.268166,138.416351
585,9.750000,176.862015,-42.554882,177.931717,209.439713,48.400520,166.372040,162.214584,83.833992,-173.346130,211.490463,49.720512,248.090607,90.113731,-6.044340,-0.651889,139.983124,46.242199,155.699081,85.185303,4.625086,1.691313,77.899513,80.273148,138.458359
586,9.766667,176.843643,-42.817558,178.257980,209.410507,48.369724,166.342499,162.214966,83.833832,-173.346268,211.560608,49.586823,248.143845,90.094353,-6.045666,-0.661905,139.983032,46.242924,155.696411,-96.653328,-4.397897,177.843536,77.922340,80.267456,138.414886
587,9.783333,176.831680,-42.805267,178.232513,209.411575,48.372372,166.344421,162.215485,83.833664,-173.346573,211.590698,49.587337,248.150711,90.069794,-6.049119,-0.676832,139.983032,46.242756,155.693451,85.195389,4.628409,1.696039,77.900650,80.271599,138.457352
588,9.800000,176.855408,-42.824890,178.272278,209.408157,48.368793,166.341873,162.216019,83.833527,-173.346939,211.680023,49.447598,248.186325,90.051819,-6.049269,-0.691850,139.983780,46.241226,155.689545,-96.644478,-4.398027,177.844757,77.922592,80.268272,138.416519
589,9.816667,176.842667,-42.815853,178.246155,209.410233,48.371609,166.343170,153.224686,80.259583,-148.014160,211.574295,49.702763,248.144104,90.031548,-6.050773,-0.706713,139.983398,46.242233,155.687561,85.192413,4.624831,1.684195,77.900246,80.272331,138.458633
590,9.833333,176.842728,-42.818813,178.236420,209.411972,48.370777,166.342392,155.836655,80.379311,-150.830017,211.663559,49.557720,248.193695,90.016899,-6.053049,-0.713534,139.983398,46.241074,155.684937,-96.633911,-4.391109,177.855240,77.922676,80.269318,138.417923
591,9.850000,176.846451,-42.829948,178.261368,209.410446,48.368542,166.341171,155.836533,80.379280,-150.829910,211.616760,49.681683,248.176056,90.004089,-6.054083,-0.723868,139.983292,46.240131,155.681625,85.182686,4.624722,1.690611,77.899933,80.271767,138.457184
592,9.866667,176.841721,-42.827690,178.249191,209.412216,48.369705,166.341568,-175.689209,79.903397,-179.807098,211.646011,49.680344,248.186737,89.995171,-6.058279,-0.732341,139.983536,46.240452,155.680496,-96.643661,-4.396916,177.849213,77.921677,80.267731,138.415756
593,9.883333,176.847916,-42.827370,178.266113,209.409714,48.368271,166.341461,-175.688293,79.903328,-179.808029,211.669708,49.679897,248.197556,89.987732,-6.056624,-0.740669,139.983795,46.240726,155.679016,85.196205,4.620539,1.678976,77.899574,80.272415,138.459290
594,9.900000,176.852829,-42.820976,178.277832,209.408401,48.369183,166.341339,162.697144,82.075676,-174.170532,211.765366,49.546997,248.233871,89.982292,-6.057806,-0.750288,139.983536,46.240639,155.678146,-96.644859,-4.394549,177.850983,77.921989,80.267784,138.416107
595,9.916667,176.857864,-42.835793,178.291794,209.407776,48.365597,166.340408,162.697220,82.075653,-174.170547,211.730286,49.666824,248.222519,89.976982,-6.061912,-0.747520,139.983597,46.240204,155.677765,85.186844,4.622119,1.685972,77.901093,80.273582,138.458832
596,9.933333,176.836777,-42.814663,178.236893,209.412201,48.371742,166.343185,162.697342,82.075615,-174.170639,211.754059,49.665985,248.228714,89.970665,-6.063740,-0.757242,139.983658,46.240448,155.677002,-96.654976,-4.397200,177.839157,77.921997,80.267891,138.415192
597,9.950000,176.850967,-42.816360,178.267899,209.409286,48.371304,166.343063,162.697693,82.075493,-174.170761,211.839249,49.536835,248.267746,89.975403,-6.060246,-0.756742,139.983765,46.239880,155.676895,85.201408,4.629580,1.699124,77.900932,80.271477,138.456375
598,9.966667,176.852020,-42.813370,178.263992,209.409592,48.373089,166.343384,162.698151,82.075348,-174.171005,211.873169,49.543964,248.272491,89.974663,-6.060620,-0.757281,139.983948,46.240150,155.677322,-96.640060,-4.395916,177.849854,77.923103,80.269547,138.417068
599,9.983333,176.850403,-42.815983,178.254776,209.409668,48.371422,166.341095,162.698624,82.075195,-174.171265,211.895401,49.528538,248.297409,89.980453,-6.060578,-0.751335,139.983276,46.241100,155.677399,85.192276,4.625267,1.698827,77.901390,80.272850,138.457092
600,10.000000,176.860107,-42.812099,178.239655,209.411957,48.372913,166.341202,164.163345,81.730087,-175.090363,211.935776,49.546661,248.301880,89.985069,-6.061146,-0.746845,139.984100,46.238934,155.678253,-96.647697,-4.396854,177.847198,77.922318,80.268135,138.416046
601,10.016667,176.859238,-42.811535,178.241745,209.411880,48.373657,166.340820,164.163666,81.730026,-175.090637,211.900787,49.669296,248.286179,89.990746,-6.060728,-0.742445,139.983261,46.240986,155.679321,85.190712,4.614839,1.683041,77.901512,80.273903,138.459427
602,10.033333,176.870544,-42.854160,178.279205,209.410431,48.368233,166.335266,164.163742,81.729965,-175.090637,211.924118,49.649204,248.310471,90.000191,-6.055778,-0.735359,139.983566,46.240440,155.680725,-96.651283,-4.401083,177.843552,77.921448,80.266663,138.414581
603,10.050000,176.872360,-42.820930,178.245789,209.412643,48.371674,166.338425,143.127060,79.709442,-148.603607,211.907913,49.762993,248.292877,90.007324,-6.053263,-0.726340,139.983582,46.241287,155.682602,85.191338,4.620520,1.684232,77.900124,80.273438,138.459320
604,10.066667,176.857651,-42.804893,178.249939,209.411285,48.373310,166.341400,169.184952,79.515121,-170.407791,212.052460,49.520424,248.359543,90.021652,-6.053788,-0.724954,139.983261,46.240856,155.683487,-96.638802,-4.393573,177.855118,77.922943,80.269630,138.417313
605,10.083333,176.884079,-42.840427,178.278381,209.410385,48.368328,166.337006,167.159653,79.425064,-168.143341,212.029678,49.669025,248.327255,90.032394,-6.054016,-0.719029,139.982788,46.240871,155.686340,85.183884,4.631460,1.709285,77.900230,80.271339,138.454681
606,10.100000,176.860214,-42.819759,178.233490,209.412735,48.371563,166.338928,167.159592,79.425064,-168.143265,212.055283,49.664097,248.339005,90.044472,-6.051278,-0.706813,139.983032,46.240223,155.688446,-96.640579,-4.391919,177.844849,77.922127,80.268562,138.416153
607,10.116667,176.863663,-42.824352,178.250671,209.411377,48.370739,166.337982,167.159195,79.425041,-168.142868,212.141922,49.531727,248.388504,90.064560,-6.048792,-0.699181,139.982712,46.242504,155.690292,85.189171,4.617790,1.684541,77.900330,80.272591,138.458206
608,10.133333,176.867020,-42.834553,178.277084,209.409592,48.368374,166.337311,167.158875,79.425026,-168.142532,212.185593,49.557434,248.384933,90.078171,-6.053094,-0.693571,139.981888,46.243038,155.692917,-96.653488,-4.407412,177.821976,77.921967,80.265549,138.411804
609,10.150000,176.860306,-42.820911,178.249008,209.412521,48.372372,166.339981,167.159332,79.425026,-168.142975,212.283417,49.427689,248.432281,90.096817,-6.050591,-0.685864,139.982849,46.242851,155.694824,85.193756,4.614747,1.678248,77.899796,80.272865,138.459061
610,10.166667,176.849182,-42.822128,178.241989,209.412811,48.370476,166.338440,167.159531,79.425011,-168.143158,212.244385,49.528141,248.434494,90.111588,-6.048906,-0.677443,139.983063,46.242561,155.697067,-96.641479,-4.393748,177.846237,77.922142,80.268433,138.416275
611,10.183333,176.852463,-42.808613,178.238876,209.412552,48.372833,166.341919,167.159714,79.425011,-168.143326,212.269012,49.528782,248.443253,90.123787,-6.046013,-0.664026,139.982147,46.243057,155.699219,85.186142,4.621991,1.689118,77.899261,80.271309,138.458252
612,10.200000,176.858658,-42.822399,178.251663,209.410431,48.371708,166.339523,167.159882,79.425011,-168.143524,212.241608,49.649559,248.431534,90.148201,-6.044094,-0.656617,139.982605,46.243958,155.700470,-96.641655,-4.397999,177.846359,77.922539,80.268585,138.415665
613,10.216667,176.843048,-42.811409,178.248398,209.409515,48.372780,166.342133,167.159744,79.425026,-168.143433,212.328125,49.513351,248.473907,90.148262,-6.047184,-0.646202,139.981598,46.243904,155.703506,85.189316,4.624515,1.686262,77.900375,80.272163,138.458176
614,10.233333,176.851288,-42.817005,178.256378,209.410004,48.371780,166.341827,167.160004,79.425095,-168.143860,212.361572,49.529030,248.472046,90.171631,-6.041060,-0.635885,139.981247,46.244423,155.705124,-96.649940,-4.398196,177.840530,77.921883,80.267235,138.414627
615,10.250000,176.857880,-42.816929,178.261322,209.409836,48.371124,166.340714,167.159851,79.425125,-168.143753,212.396698,49.530327,248.485733,90.180626,-6.044879,-0.627117,139.980377,46.245140,155.707123,85.197433,4.626543,1.698685,77.901291,80.271309,138.457428
616,10.266667,176.858246,-42.823963,178.260773,209.410339,48.372555,166.340912,167.160110,79.425179,-168.144104,212.355591,49.652943,248.471405,90.193993,-6.040797,-0.619152,139.981827,46.243839,155.707672,-96.651634,-4.393936,177.846222,77.922508,80.268814,138.415680
617,10.283333,176.869797,-42.837696,178.274933,209.409286,48.368690,166.338409,167.160538,79.425125,-168.144485,212.445694,49.502754,248.522995,90.212692,-6.040219,-0.604163,139.981400,46.246181,155.710220,85.201675,4.622431,1.697019,77.901764,80.271996,138.457336
618,10.300000,176.870758,-42.845337,178.295593,209.407776,48.366528,166.336487,167.160950,79.425087,-168.144882,212.470291,49.490360,248.539810,90.222038,-6.037679,-0.594913,139.982086,46.244987,155.711533,-96.587242,-5.164370,178.210098,77.792244,80.303032,138.394028
619,10.316667,176.872147,-42.844612,178.275391,209.409851,48.367832,166.335754,167.160339,79.425026,-168.144196,212.421158,49.584789,248.533539,90.237663,-6.049248,-0.596902,139.979156,46.242516,155.715881,85.179588,4.627204,1.695920,77.899544,80.271309,138.456039
620,10.333333,176.890793,-42.861805,178.294403,209.408264,48.365719,166.333801,167.160248,79.425026,-168.144089,212.562943,49.324100,248.605850,90.244431,-6.035919,-0.589684,139.979919,46.247280,155.716278,-96.638557,-4.394760,177.848236,77.922028,80.269531,138.416885
621,10.350000,176.873001,-42.836082,178.255310,209.411789,48.369617,166.335907,167.160568,79.425110,-168.144577,212.523941,49.441967,248.589493,90.251488,-6.047263,-0.587898,139.979431,46.243126,155.717087,85.189392,4.621337,1.682498,77.899628,80.273552,138.459122
622,10.366667,176.877014,-42.843487,178.281128,209.408951,48.366611,166.336044,167.160461,79.425102,-168.144485,212.600540,49.273930,248.643707,90.251854,-6.045722,-0.587266,139.979401,46.241440,155.717773,-96.646355,-4.393602,177.848083,77.921005,80.267105,138.415115
623,10.383333,176.865067,-42.827110,178.264038,209.409378,48.370892,166.337769,167.160706,79.425179,-168.144882,212.558105,49.375195,248.633163,90.253372,-6.049283,-0.593858,139.978867,46.242290,155.717117,85.188515,4.621037,1.686196,77.899971,80.271858,138.457123
624,10.400000,176.874268,-42.842682,178.274353,209.409973,48.366867,166.334915,167.240982,79.448334,-168.272675,212.568710,49.342972,248.651840,90.250969,-6.032015,-0.593617,139.980576,46.247417,155.716400,-96.647804,-4.395169,177.847565,77.922508,80.267639,138.415710
625,10.416667,176.867920,-42.841896,178.259399,209.411407,48.368423,166.335846,167.476685,79.513931,-168.652115,212.582779,49.314964,248.665436,90.242882,-6.047038,-0.593419,139.980011,46.242844,155.714737,85.191139,4.628192,1.699274,77.899651,80.270592,138.456314
626,10.433333,176.858093,-42.819576,178.250031,209.411835,48.372269,166.339401,167.476257,79.513931,-168.651703,212.542221,49.414673,248.641998,90.228752,-6.040010,-0.602642,139.980515,46.246552,155.713898,-96.655617,-4.400486,177.839844,77.921310,80.265511,138.413834
627,10.450000,176.879425,-42.854866,178.283081,209.408386,48.367397,166.335236,167.475800,79.513954,-168.651276,212.539551,49.374870,248.661560,90.223732,-6.036398,-0.602983,139.980774,46.245728,155.713120,85.186432,4.623556,1.688170,77.899956,80.272842,138.457352
628,10.466667,176.880524,-42.839710,178.289017,209.407623,48.369087,166.336853,167.476257,79.513931,-168.651764,212.686798,49.086849,248.740509,90.209984,-6.038136,-0.609219,139.981583,46.246635,155.710144,-96.650269,-4.395892,177.844009,77.921661,80.267624,138.414810
629,10.483333,176.874847,-42.842957,178.280991,209.408859,48.369068,166.336899,167.475861,79.513916,-168.651352,212.616013,49.184509,248.728943,90.182457,-6.041877,-0.622505,139.981384,46.244736,155.707672,85.189857,4.624620,1.685391,77.899353,80.271576,138.458206
630,10.500000,176.869995,-42.838131,178.274887,209.409454,48.368309,166.336975,167.475433,79.513901,-168.650909,212.609436,49.142830,248.749161,90.163307,-6.046732,-0.629325,139.982376,46.244999,155.705994,-96.647926,-5.090639,178.165710,77.791603,80.293030,138.398804
631,10.516667,176.865723,-42.837444,178.264893,209.409637,48.370422,166.337631,167.475632,79.513901,-168.651093,212.629227,49.111519,248.765213,90.145538,-6.047237,-0.642167,139.981903,46.243797,155.703171,85.191406,4.624330,1.679960,77.900261,80.272034,138.458954
632,10.533333,176.873871,-42.837841,178.295303,209.407089,48.368401,166.338318,167.475250,79.513847,-168.650589,212.573914,49.170258,248.766678,90.130676,-6.049191,-0.659747,139.982025,46.243275,155.700500,-96.638824,-4.405420,177.827499,77.922890,80.265488,138.413193
633,10.550000,176.861923,-42.833988,178.272247,209.408356,48.369919,166.338425,167.475098,79.513840,-168.650452,212.676743,48.890793,248.842041,90.118279,-6.043193,-0.660083,139.982620,46.243755,155.697998,85.188904,4.623089,1.687086,77.900352,80.272591,138.458786
634,10.566667,176.857895,-42.819336,178.269577,209.409210,48.369854,166.339890,167.474701,79.513824,-168.650024,212.591675,48.972740,248.839279,90.101318,-6.048728,-0.670932,139.982513,46.243698,155.696518,-96.651978,-4.404361,177.821152,77.922447,80.266258,138.412247
635,10.583333,176.860245,-42.821571,178.278000,209.408112,48.371216,166.341553,167.475159,79.513809,-168.650452,212.575958,48.951271,248.844879,90.082977,-6.046581,-0.678941,139.981918,46.244030,155.694565,85.194168,4.617105,1.680919,77.899353,80.272079,138.459076
636,10.600000,176.853821,-42.829014,178.245132,209.411835,48.370708,166.338470,167.475769,79.513802,-168.651001,212.579422,48.940907,248.851730,90.067772,-6.047215,-0.683481,139.982529,46.243416,155.693237,-96.640007,-4.402999,177.828293,77.923325,80.268196,138.414536
637,10.616667,176.860474,-42.823982,178.262070,209.410400,48.370701,166.340057,167.476334,79.513771,-168.651535,212.572403,48.890820,248.878387,90.058533,-6.047948,-0.683803,139.982285,46.242722,155.691422,85.182510,4.628711,1.690811,77.900238,80.272034,138.458099
638,10.633333,176.866013,-42.836658,178.279800,209.408356,48.370396,166.338699,167.476242,79.513771,-168.651443,212.604401,48.692043,248.933334,90.039825,-6.053971,-0.684602,139.982605,46.242069,155.690323,-96.659256,-4.401989,177.838242,77.921288,80.267288,138.413803
639,10.650000,176.854294,-42.835754,178.269424,209.409332,48.368965,166.338470,167.476837,79.513779,-168.652039,212.591049,48.661247,248.940750,90.029648,-6.050905,-0.677507,139.982864,46.244068,155.690613,85.189194,4.624339,1.689918,77.900520,80.272919,138.459549
640,10.666667,176.868515,-42.847172,178.282639,209.409592,48.368423,166.337265,167.477264,79.513794,-168.652496,212.571854,48.622299,248.954254,90.030258,-6.048340,-0.676852,139.983078,46.242531,155.690369,-96.643211,-4.393744,177.847244,77.922501,80.268356,138.416428
641,10.683333,176.861603,-42.850574,178.287994,209.407730,48.366589,166.336563,167.477631,79.513809,-168.652863,212.554550,48.586990,248.965240,90.023643,-6.049210,-0.676053,139.983032,46.241859,155.690216,85.182915,4.619352,1.682634,77.900955,80.272720,138.457947
642,10.700000,176.851761,-42.830841,178.271851,209.409332,48.369442,166.340225,167.477600,79.513947,-168.653000,212.474228,48.675209,248.951630,90.027176,-6.043686,-0.669097,139.983124,46.242611,155.690598,-96.653343,-4.395983,177.839188,77.921768,80.267891,138.414581
643,10.716667,176.844360,-42.830120,178.263000,209.410339,48.369404,166.340820,167.477570,79.513931,-168.652969,212.513916,48.498085,249.006531,90.029976,-6.048994,-0.665751,139.982468,46.243538,155.691605,85.190109,4.624145,1.686621,77.900505,80.272995,138.458893
644,10.733333,176.845200,-42.819862,178.243942,209.410736,48.370857,166.341049,167.477997,79.513931,-168.653336,212.435577,48.607613,248.977203,90.040886,-6.049271,-0.655231,139.982651,46.243355,155.693436,-96.651306,-4.399066,177.842285,77.922691,80.268745,138.414795
645,10.750000,176.850479,-42.839252,178.286255,209.407837,48.365902,166.339615,167.477493,79.513916,-168.652725,212.361359,48.662178,248.970078,90.056725,-6.046603,-0.642448,139.982437,46.244560,155.696243,85.186516,4.631512,1.708188,77.900856,80.270927,138.455811
646,10.766667,176.846695,-42.835716,178.251205,209.411285,48.369701,166.340881,167.477646,79.514015,-168.653046,212.369492,48.505325,249.013428,90.081924,-6.043352,-0.620105,139.982758,46.244194,155.699371,-96.649315,-4.394930,177.851074,77.922005,80.267975,138.415512
647,10.783333,176.844574,-42.829338,178.280243,209.408112,48.368118,166.341370,167.486282,79.545021,-168.706726,212.355545,48.464127,249.034027,90.108856,-6.041173,-0.591384,139.981522,46.244778,155.703781,85.186157,4.624505,1.689073,77.900627,80.273315,138.458557
648,10.800000,176.839172,-42.837429,178.267181,209.410049,48.368324,166.340698,167.486176,79.545036,-168.706650,212.351730,48.457619,249.024750,90.158722,-6.038531,-0.550930,139.982468,46.245029,155.709534,-96.650040,-4.396316,177.842361,77.921806,80.266846,138.414764
649,10.816667,176.841629,-42.821625,178.253006,209.409882,48.370094,166.341797,167.486115,79.545021,-168.706604,212.394409,48.287418,249.073380,90.226303,-6.040780,-0.503123,139.980148,46.243484,155.717468,85.197418,4.626266,1.696255,77.901733,80.272690,138.457581
650,10.833333,176.849686,-42.830059,178.251846,209.411697,48.367126,166.339432,167.486542,79.545029,-168.706970,212.298676,48.380123,249.053864,90.300995,-6.035344,-0.448035,139.979523,46.244873,155.726059,-96.651680,-4.396222,177.843872,77.922112,80.267418,138.415207
651,10.850000,176.847137,-42.829029,178.252319,209.410599,48.369667,166.340927,156.638489,79.001625,-155.956955,212.201782,48.460423,249.038269,90.371811,-6.029802,-0.414573,139.977249,46.246346,155.735916,85.186737,4.629396,1.708900,77.900635,80.269661,138.454788
652,10.866667,176.843338,-42.820099,178.246231,209.411438,48.369961,166.342010,156.639328,79.001648,-155.957779,212.257904,48.291447,249.080276,90.443336,-6.025148,-0.374736,139.977417,46.247337,155.743164,-96.641777,-4.399542,177.826157,77.923409,80.266747,138.412369
653,10.883333,176.851425,-42.831036,178.249435,209.410004,48.368614,166.339630,156.639114,79.001617,-155.957504,212.197571,48.404263,249.053497,90.478065,-6.018315,-0.379680,139.970703,46.257256,155.758255,85.195648,4.626812,1.699908,77.901367,80.271286,138.456650
654,10.900000,176.840286,-42.837364,178.268692,209.408600,48.367031,166.340103,156.638779,79.001617,-155.957092,212.184494,48.352333,249.070694,90.561417,-6.011741,-0.353072,139.969986,46.259399,155.767563,-96.643356,-4.394285,177.841721,77.921715,80.268127,138.415192
655,10.916667,176.852341,-42.836914,178.271515,209.408615,48.367039,166.339661,156.639618,79.001656,-155.957916,212.249756,48.217468,249.093582,90.654297,-5.993917,-0.272628,139.969025,46.264503,155.775955,85.190636,4.621953,1.682850,77.900864,80.273224,138.459320
656,10.933333,176.847687,-42.826363,178.245407,209.411041,48.369549,166.341064,156.639420,79.001640,-155.957733,212.303238,48.022762,249.146362,90.703476,-5.992217,-0.279135,139.968704,46.261223,155.791901,-96.637924,-4.396193,177.846115,77.923027,80.268585,138.415710
657,10.950000,176.851776,-42.826809,178.258453,209.410233,48.369164,166.340912,156.640198,79.001686,-155.958481,212.229828,48.133041,249.123505,90.803085,-5.984215,-0.220906,139.967499,46.262028,155.799622,85.185822,4.619732,1.686942,77.900848,80.272385,138.457809
658,10.966667,176.836121,-42.811779,178.245102,209.410828,48.373390,166.343735,156.640015,79.001663,-155.958282,212.299530,47.955112,249.159882,90.882591,-5.978427,-0.172915,139.966309,46.264042,155.808670,-96.639183,-4.391316,177.846375,77.922516,80.269806,138.416702
659,10.983333,176.843994,-42.826656,178.266724,209.409790,48.369068,166.341156,156.640778,79.001701,-155.959030,212.234360,48.043762,249.141647,90.944817,-5.963173,-0.189263,139.964722,46.267159,155.821182,85.190529,4.622881,1.685970,77.900658,80.273567,138.458572
660,11.000000,176.844818,-42.828362,178.271042,209.409515,48.368275,166.342957,156.640930,79.001686,-155.959167,212.246536,47.976452,249.164627,91.045151,-5.955967,-0.094762,139.965469,46.268620,155.824631,-96.642441,-4.404675,177.818710,77.923500,80.266830,138.413589
661,11.016667,176.840500,-42.822594,178.236755,209.411865,48.370079,166.342041,156.641068,79.001663,-155.959320,212.251694,47.947029,249.173355,91.045029,-5.953218,-0.075850,139.962784,46.266880,155.831161,85.192688,4.620851,1.680298,77.900299,80.273125,138.458557
662,11.033333,176.840424,-42.818619,178.273026,209.407089,48.371155,166.343994,156.641205,79.001648,-155.959442,212.259933,47.922920,249.180344,91.035812,-5.945116,-0.110819,139.961853,46.266224,155.838852,-96.630554,-4.392458,177.851639,77.922859,80.269646,138.417389
663,11.050000,176.851242,-42.826134,178.272171,209.408020,48.369400,166.342575,156.641846,79.001709,-155.960114,212.325592,47.773952,249.220901,91.209396,-5.994841,0.618682,139.971725,46.251064,155.797607,85.198639,4.627644,1.701102,77.901009,80.272491,138.456024
664,11.066667,176.853195,-42.842136,178.297928,209.405930,48.367508,166.341797,156.642578,79.001755,-155.960846,212.273331,47.879765,249.206451,91.139732,-5.992657,0.556701,139.970871,46.250759,155.808182,-96.653923,-4.399402,177.841095,77.922295,80.266937,138.414093
665,11.083333,176.838928,-42.828976,178.272247,209.408752,48.368240,166.341843,156.643234,79.001816,-155.961533,212.359207,47.729355,249.246735,90.883171,-5.924758,-0.392093,139.957458,46.264454,155.850479,85.202217,4.620525,1.680880,77.901199,80.275803,138.460297
666,11.100000,176.848389,-42.835415,178.275314,209.408905,48.367699,166.340805,156.645767,79.001900,-155.964081,212.321564,47.842953,249.236374,91.075455,-5.947869,-0.017164,139.963394,46.266685,155.831177,-96.647156,-4.402265,177.821747,77.923050,80.267014,138.412888
667,11.116667,176.837784,-42.822346,178.257248,209.409241,48.371456,166.343567,-161.220306,77.391563,165.264236,212.282486,47.944923,249.229523,91.040016,-5.955630,-0.072331,139.963470,46.265369,155.831512,85.196007,4.628165,1.702692,77.901520,80.272247,138.456375
668,11.133333,176.846008,-42.835796,178.271347,209.407928,48.370033,166.341751,-161.220291,77.391563,165.264236,212.294312,47.928829,249.242233,91.061058,-5.958119,-0.071269,139.967255,46.269127,155.822067,-96.646393,-4.402745,177.828033,77.922554,80.266205,138.412613
669,11.150000,176.873749,-42.855152,178.307098,209.405655,48.365353,166.338593,-161.220245,77.391556,165.264175,212.317947,47.913605,249.263412,90.983788,-5.975992,-0.168318,139.966812,46.265759,155.820541,85.194611,4.620523,1.682120,77.900764,80.274727,138.459427
670,11.166667,176.852753,-42.826714,178.273697,209.408478,48.369965,166.341965,-161.221024,77.391632,165.265030,212.298416,48.042053,249.242859,90.924286,-5.981866,-0.221345,139.967117,46.263809,155.815216,-96.635986,-4.401315,177.833069,77.924469,80.269562,138.415878
671,11.183333,176.836929,-42.822033,178.249298,209.410858,48.371529,166.343170,157.500305,78.858490,-152.598251,212.392502,47.919445,249.285538,90.839676,-5.986466,-0.289238,139.968582,46.261669,155.809830,85.181686,4.619575,1.690953,77.900162,80.272728,138.457489
672,11.200000,176.851669,-42.841106,178.255844,209.410675,48.368664,166.338791,157.501160,78.858543,-152.599167,212.466019,47.793545,249.325378,90.770172,-5.993345,-0.294313,139.968460,46.260460,155.798798,-96.639412,-4.396607,177.844971,77.922905,80.269753,138.416153
673,11.216667,176.864304,-42.854256,178.287369,209.408447,48.364872,166.337265,168.536346,80.728195,-176.459015,212.424347,47.921719,249.313232,90.707832,-6.000114,-0.346835,139.969513,46.259098,155.792450,85.187790,4.625314,1.687125,77.900658,80.273750,138.457962
674,11.233333,176.850006,-42.836544,178.265350,209.409088,48.369267,166.340652,168.536346,80.728203,-176.459015,212.442871,47.928360,249.326279,90.686378,-6.015547,-0.243930,139.977859,46.251667,155.768188,-96.651047,-4.393449,177.846436,77.922050,80.267593,138.414581
675,11.250000,176.846542,-42.835274,178.239655,209.412354,48.369080,166.338928,168.536346,80.728203,-176.459015,212.467834,47.941391,249.346924,90.594391,-6.032736,-0.321008,139.978088,46.246498,155.763107,85.194603,4.624028,1.688805,77.900154,80.273346,138.458832
676,11.266667,176.854782,-42.841145,178.259689,209.410995,48.365723,166.338181,168.536285,80.728203,-176.459015,212.562103,47.806190,249.377487,90.522018,-6.016158,-0.407514,139.971268,46.258263,155.763870,-96.644440,-4.399499,177.823486,77.922752,80.266174,138.412460
677,11.283333,176.850967,-42.837265,178.274521,209.409546,48.364994,166.339081,168.536499,80.728119,-176.459076,212.581177,47.827942,249.389725,90.493454,-6.042714,-0.396399,139.977814,46.243935,155.750809,85.192787,4.623534,1.684250,77.900818,80.275009,138.459763
678,11.300000,176.844849,-42.831024,178.245758,209.412033,48.369759,166.341171,168.536636,80.728043,-176.459137,212.676483,47.719734,249.420578,90.464775,-6.029991,-0.431517,139.977783,46.247478,155.745850,-96.637772,-4.399467,177.828568,77.923416,80.267441,138.413666
679,11.316667,176.863617,-42.853043,178.276306,209.409927,48.366253,166.336456,168.536880,80.727943,-176.459229,212.633347,47.847698,249.412720,90.429008,-6.027393,-0.466111,139.977188,46.248070,155.740860,85.194336,4.621282,1.683798,77.901085,80.273529,138.458710
680,11.333333,176.857986,-42.832157,178.268524,209.409958,48.367001,166.339615,-174.101501,78.547577,-177.876968,212.525391,48.123489,249.359756,90.395927,-6.031872,-0.493526,139.978027,46.247849,155.737259,-96.651016,-4.398950,177.840286,77.922104,80.268318,138.414581
681,11.350000,176.862061,-42.838326,178.293961,209.407837,48.366589,166.339661,-174.101501,78.547562,-177.876968,212.604935,48.009544,249.399445,90.365112,-6.034562,-0.513226,139.978256,46.246193,155.732513,85.192612,4.630141,1.705483,77.901009,80.272308,138.456421
682,11.366667,176.845917,-42.820118,178.238266,209.411438,48.371181,166.341248,-174.101501,78.547531,-177.876984,212.619995,48.035717,249.408432,90.326111,-6.037457,-0.543695,139.979477,46.244774,155.728043,-96.660156,-4.399999,177.832520,77.921341,80.266586,138.413147
683,11.383333,176.862305,-42.835114,178.270874,209.408829,48.368015,166.339233,-174.101761,78.547523,-177.876755,212.698547,47.924862,249.451096,90.301086,-6.043261,-0.565148,139.978653,46.244804,155.725510,85.203423,4.624289,1.698823,77.901115,80.272980,138.457336
684,11.400000,176.858505,-42.844471,178.274887,209.409424,48.366806,166.337036,-174.101761,78.547523,-177.876785,212.787125,47.826824,249.480225,90.285896,-6.042925,-0.578310,139.979782,46.243740,155.722565,-96.631241,-4.396582,177.830917,77.923141,80.267242,138.413696
685,11.416667,176.853775,-42.835136,178.269867,209.409805,48.369667,166.339920,-174.101898,78.547562,-177.876755,212.748245,47.993511,249.438980,90.270607,-6.040885,-0.588056,139.980408,46.243824,155.720734,85.194405,4.620901,1.687324,77.900764,80.272903,138.458221
686,11.433333,176.866043,-42.830914,178.264832,209.410812,48.369251,166.339828,172.352570,80.836319,178.871857,212.684845,48.137505,249.420547,90.262917,-6.043914,-0.592075,139.979828,46.242249,155.719406,-96.649971,-4.396012,177.839920,77.922020,80.267593,138.415497
