Frame,time,spm_rot_x,spm_rot_y,spm_rot_z,spm_pos_x,spm_pos_y,spm_pos_z,cf_rot_x,cf_rot_y,cf_rot_z,cf_pos_x,cf_pos_y,cf_pos_z
29,0.483333,-0.343440,1.489441,0.624596,133.985382,134.735474,79.395897,-6.820580,-9.569667,-177.154129,131.583984,8.241404,255.446411
30,0.500000,-0.367908,1.495091,0.629560,133.987350,134.738510,79.400826,-6.725200,-9.535591,-177.117920,131.581421,8.246501,255.445572
31,0.516667,-0.359150,1.494038,0.629243,133.987930,134.739456,79.404610,-6.686924,-9.550186,-177.172852,131.583847,8.242787,255.446075
32,0.533333,-0.378023,1.463538,0.636299,133.986694,134.740311,79.405930,-6.693846,-9.542870,-177.162064,131.582413,8.245071,255.445145
33,0.550000,-0.326370,1.495191,0.625072,133.986053,134.737671,79.401520,-6.658850,-9.539924,-177.151428,131.582550,8.242316,255.446411
34,0.566667,-0.361387,1.499307,0.626401,133.987442,134.739609,79.405411,-6.757487,-9.553933,-177.207870,131.583862,8.241192,255.447556
35,0.583333,-0.376100,1.479021,0.632580,133.986969,134.739548,79.401657,-6.617005,-9.513048,-177.114960,131.583267,8.243719,255.446075
36,0.600000,-0.356446,1.479329,0.631172,133.985855,134.735397,79.395775,-6.670948,-9.529128,-177.127609,131.582916,8.244071,255.444641
37,0.616667,-0.365767,1.458875,0.632571,133.986877,134.737396,79.400124,-6.715620,-9.544539,-177.094177,131.583786,8.239882,255.445526
38,0.633333,-0.358106,1.500886,0.627154,133.988037,134.740463,79.407135,-6.681808,-9.546737,-177.164078,131.583313,8.242018,255.445984
39,0.650000,-0.355011,1.497297,0.626182,133.987122,134.736618,79.399239,-6.691568,-9.546576,-177.171967,131.583893,8.240206,255.447220
40,0.666667,-0.353567,1.480543,0.626388,133.987381,134.738525,79.402664,-6.708880,-9.545484,-177.132553,131.583313,8.242039,255.446335
41,0.683333,-0.364642,1.508970,0.624970,133.987106,134.737854,79.401932,-6.710688,-9.552526,-177.099960,131.583389,8.243303,255.445435
42,0.700000,-0.357005,1.486902,0.628310,133.986588,134.736984,79.400322,-6.727482,-9.555517,-177.138748,131.583984,8.241270,255.446381
43,0.716667,-0.335118,1.480715,0.630446,133.987839,134.739349,79.404350,-6.794320,-9.545094,-177.160629,131.583252,8.243737,255.446762
44,0.733333,-0.384129,1.490129,0.632525,133.987381,134.739822,79.403717,-6.738770,-9.535047,-177.102936,131.584641,8.240067,255.447556
45,0.750000,-0.354697,1.502687,0.621789,133.987076,134.737350,79.400543,-3.272776,-8.273302,-177.073517,131.633438,8.199797,255.453491
46,0.766667,-0.362614,1.486592,0.630844,133.986420,134.736496,79.398788,-6.816835,-9.543880,-177.173798,131.584381,8.241774,255.446442
47,0.783333,-0.378799,1.497649,0.630783,133.986237,134.736816,79.400352,-6.763093,-9.541115,-177.131592,131.582260,8.242551,255.445511
48,0.800000,-0.379560,1.477693,0.631915,133.986038,134.737442,79.399757,-6.789360,-9.563251,-177.117996,131.582535,8.243173,255.444885
49,0.816667,-0.342599,1.503706,0.626819,133.987289,134.738434,79.404594,-6.808716,-9.558602,-177.092880,131.582184,8.245586,255.444809
50,0.833333,-0.338910,1.519706,0.623137,133.986954,134.738770,79.401848,-6.682587,-9.525950,-177.036438,131.582764,8.243554,255.445282
51,0.850000,-0.346074,1.499905,0.623277,133.986115,134.736694,79.399971,-6.797228,-9.566257,-177.151321,131.582291,8.242190,255.446274
52,0.866667,-0.339165,1.469404,0.628936,133.986206,134.736404,79.399666,-6.697462,-9.538282,-177.107132,131.582184,8.241989,255.446716
53,0.883333,-0.387058,1.475727,0.635754,133.987686,134.739044,79.403725,-6.667593,-9.526860,-177.108231,131.583069,8.243870,255.446671
54,0.900000,-0.375997,1.492708,0.629678,133.987610,134.738937,79.403671,-6.846730,-9.566758,-177.141846,131.584579,8.239894,255.446976
55,0.916667,-0.367636,1.481251,0.624834,133.987366,134.737122,79.401360,-6.637912,-9.510695,-177.142044,131.583069,8.242428,255.446976
56,0.933333,-0.363954,1.510539,0.623513,133.986618,134.737534,79.400238,-6.719944,-9.550351,-177.157822,131.583389,8.241502,255.446167
57,0.950000,-0.343507,1.491621,0.629012,133.987137,134.735931,79.398048,-6.681876,-9.536812,-177.085403,131.582077,8.244063,255.444519
58,0.966667,-0.362141,1.464815,0.634061,133.987900,134.738861,79.403816,-6.739045,-9.542815,-177.153412,131.584045,8.241091,255.445892
59,0.983333,-0.379820,1.509616,0.626507,133.987457,134.740463,79.407295,-6.761498,-9.533240,-177.098343,131.582413,8.243745,255.444595
60,1.000000,-0.362444,1.469223,0.632817,133.987671,134.736877,79.400970,-6.848001,-9.560211,-177.136978,131.583282,8.242137,255.446213
61,1.016667,-0.365158,1.463377,0.632635,133.987610,134.739929,79.405525,-3.148485,-8.232930,-177.033081,131.631622,8.201914,255.452011
62,1.033333,-0.370952,1.508484,0.624059,133.987610,134.738800,79.402695,-6.797358,-9.550943,-177.150299,131.582870,8.241265,255.447083
63,1.050000,-0.342834,1.488220,0.625289,133.987366,134.738464,79.402176,-6.627435,-9.501066,-177.110657,131.583786,8.242328,255.446106
64,1.066667,-0.338356,1.468777,0.630647,133.986725,134.735184,79.397133,-6.705995,-9.531062,-177.130020,131.583267,8.241573,255.445892
65,1.083333,-0.347693,1.502507,0.619517,133.988190,134.740738,79.408577,-6.623971,-9.528523,-177.104630,131.583923,8.243028,255.445389
66,1.100000,-0.356354,1.499465,0.624930,133.985825,134.736145,79.398232,-6.679545,-9.522403,-177.145309,131.584305,8.241655,255.445831
67,1.116667,-0.356909,1.466650,0.634210,133.987518,134.739288,79.402931,-6.833548,-9.558730,-177.186417,131.582825,8.240483,255.447388
68,1.133333,-0.369810,1.492539,0.628124,133.987396,134.740280,79.405815,-6.696769,-9.549138,-177.123962,131.584732,8.240124,255.446243
69,1.150000,-0.388259,1.470560,0.632108,133.987106,134.738174,79.402542,-6.761516,-9.562355,-177.151062,131.582428,8.243027,255.445313
70,1.166667,-0.381117,1.473146,0.631287,133.987152,134.737183,79.401360,-6.678580,-9.535182,-177.123428,131.583252,8.242690,255.445190
71,1.183333,-0.377549,1.474941,0.634240,133.986908,134.737549,79.402573,-6.744364,-9.537987,-177.133133,131.583893,8.240201,255.446106
72,1.200000,-0.361721,1.484734,0.628492,133.985886,134.736801,79.397820,-6.776172,-9.569265,-177.163071,131.583450,8.241289,255.445236
73,1.216667,-0.347487,1.494234,0.625490,133.985138,134.734833,79.398209,-6.776382,-9.566594,-177.173386,131.583237,8.242648,255.445679
74,1.233333,-0.366393,1.490525,0.627879,133.987122,134.738510,79.404182,-6.606866,-9.549255,-177.170471,131.584961,8.238403,255.446869
75,1.250000,-0.374928,1.454612,0.635986,133.987000,134.738876,79.404930,-6.783710,-9.557889,-177.114120,131.583420,8.240699,255.445694
76,1.266667,-0.354910,1.495731,0.624625,133.987335,134.736694,79.400284,-6.588018,-9.519787,-177.141678,131.583389,8.242643,255.445831
77,1.283333,-0.369580,1.483942,0.629327,133.986313,134.738037,79.403587,-6.669391,-9.533047,-177.154648,131.583847,8.241405,255.444916
78,1.300000,-0.345113,1.487696,0.627761,133.986908,134.736893,79.402313,-6.669549,-9.553986,-177.116318,131.583374,8.240601,255.445770
79,1.316667,-0.385318,1.470598,0.634567,133.987823,134.737534,79.401260,-6.847644,-9.547795,-177.149429,131.582016,8.244594,255.445175
80,1.333333,-0.363712,1.490437,0.625148,133.987656,134.737747,79.401794,-6.700752,-9.546584,-177.128220,131.582779,8.242553,255.445526
81,1.350000,-0.353011,1.451592,0.636236,133.986877,134.737228,79.401833,-6.695480,-9.530935,-177.156937,131.582962,8.242386,255.446289
82,1.366667,-0.368694,1.440805,0.635944,133.987076,134.737610,79.403267,-6.609647,-9.511065,-177.069855,131.583664,8.241429,255.445648
83,1.383333,-0.371480,1.479936,0.632565,133.986618,134.737366,79.402283,-6.663981,-9.530363,-177.107880,131.582947,8.241008,255.446457
84,1.400000,-0.355884,1.456021,0.632818,133.986328,134.735794,79.398689,-6.738662,-9.526982,-177.096405,131.581955,8.244400,255.444977
85,1.416667,-0.359301,1.490385,0.627705,133.986343,134.737961,79.401688,-6.744765,-9.542802,-177.089050,131.583466,8.240985,255.445892
86,1.433333,-0.382432,1.495770,0.631369,133.985428,134.736908,79.401360,-6.763261,-9.530585,-177.118835,131.580750,8.244246,255.446030
87,1.450000,-0.364382,1.482438,0.632329,133.987244,134.737579,79.403076,-6.724446,-9.539039,-177.154587,131.582779,8.241658,255.445984
88,1.466667,-0.342462,1.489049,0.629762,133.986389,134.737518,79.401817,-6.709871,-9.528548,-177.096359,131.582352,8.242493,255.445618
89,1.483333,-0.357468,1.488542,0.630401,133.986938,134.737778,79.401764,-6.628083,-9.505725,-177.084976,131.582901,8.242483,255.445236
90,1.500000,-0.356293,1.460007,0.637582,133.986237,134.736099,79.399757,-6.778811,-9.542826,-177.181427,131.582565,8.240863,255.446579
91,1.516667,-0.363747,1.494469,0.628906,133.986801,134.735077,79.397964,-6.692600,-9.517821,-177.099686,131.582413,8.242118,255.445145
92,1.533333,-0.336673,1.506284,0.623435,133.986954,134.737991,79.401596,-6.771206,-9.570218,-177.148254,131.584091,8.240211,255.446930
93,1.550000,-0.379175,1.492734,0.630109,133.986984,134.737152,79.401382,-6.754182,-9.544051,-177.147751,131.582764,8.241975,255.445404
94,1.566667,-0.363848,1.522055,0.626115,133.986557,134.737701,79.403603,-6.777246,-9.566092,-177.042007,131.582703,8.241787,255.444916
95,1.583333,-0.381762,1.479189,0.634685,133.986786,134.737869,79.401360,-6.728561,-9.548475,-177.129333,131.583252,8.242158,255.445450
96,1.600000,-0.374208,1.479794,0.630632,133.987183,134.738831,79.404526,-6.690944,-9.529972,-177.103668,131.583099,8.242921,255.445236
97,1.616667,-0.353170,1.499882,0.626183,133.987274,134.737274,79.400154,-6.786973,-9.566134,-177.182968,131.584213,8.241426,255.445724
98,1.633333,-0.369979,1.469058,0.633759,133.986786,134.735092,79.395920,-6.667623,-9.507874,-177.167633,131.583038,8.242240,255.445984
99,1.650000,-0.379579,1.497288,0.628243,133.987289,134.739044,79.403084,-6.699486,-9.542835,-177.143570,131.583374,8.239695,255.445511
100,1.666667,-0.355449,1.491489,0.627821,133.987183,134.736603,79.400330,-6.657729,-9.540016,-177.142700,131.582870,8.242197,255.445145
101,1.683333,-0.355311,1.511976,0.623624,133.987289,134.737701,79.402420,-6.709294,-9.529198,-177.110947,131.584167,8.241313,255.445938
102,1.700000,-0.356284,1.482071,0.627624,133.985809,134.736237,79.397186,-6.764546,-9.546440,-177.095215,131.582901,8.242524,255.445267
103,1.716667,-0.356193,1.462356,0.633702,133.986588,134.737549,79.400711,-6.776721,-9.542026,-177.119034,131.581268,8.243940,255.445007
104,1.733333,-0.367573,1.496548,0.627844,133.987289,134.738388,79.402069,-6.680133,-9.537933,-177.108139,131.583237,8.241420,255.445694
105,1.750000,-0.367456,1.497050,0.625252,133.986908,134.738571,79.403091,-6.770761,-9.539323,-177.163208,131.582779,8.241788,255.445892
106,1.766667,-0.373017,1.492144,0.630455,133.985535,134.735687,79.398132,-6.736865,-9.527411,-177.052841,131.582825,8.242741,255.445511
107,1.783333,-0.373540,1.520908,0.624033,133.986481,134.737762,79.403595,-6.625934,-9.529834,-177.150970,131.584244,8.240227,255.445999
108,1.800000,-0.390923,1.484177,0.633929,133.986801,134.736176,79.398476,-6.643559,-9.529628,-177.137100,131.584000,8.239700,255.445999
109,1.816667,-0.372581,1.504145,0.628689,133.987305,134.737564,79.401833,-6.653673,-9.525241,-177.097061,131.582230,8.242569,255.444595
110,1.833333,-0.368349,1.517757,0.624129,133.986847,134.738129,79.403236,-6.690660,-9.539337,-177.108261,131.582443,8.242173,255.445572
111,1.850000,-0.324515,1.487912,0.622391,133.986740,134.737808,79.400726,-6.715219,-9.532895,-177.100815,131.583374,8.241308,255.445831
112,1.866667,-0.363492,1.503352,0.625460,133.986633,134.738235,79.402794,-6.692191,-9.521454,-177.161606,131.583008,8.241220,255.445602
113,1.883333,-0.377174,1.478843,0.633124,133.986496,134.738022,79.401291,-6.739286,-9.539412,-177.073410,131.583374,8.240763,255.446411
114,1.900000,-0.381153,1.509699,0.627098,133.987457,134.738083,79.401176,-3.165388,-8.242442,-177.032990,131.631638,8.200752,255.451782
115,1.916667,-0.334777,1.474887,0.626648,133.987244,134.738342,79.403694,-6.628526,-9.510556,-177.091324,131.582779,8.242158,255.445450
116,1.933333,-0.362265,1.481821,0.634929,133.987656,134.738022,79.403915,-6.661113,-9.519325,-177.126862,131.583008,8.241209,255.445557
117,1.950000,-0.373102,1.483737,0.633464,133.985992,134.734787,79.394951,-6.597879,-9.495912,-177.092651,131.583542,8.241344,255.445358
118,1.966667,-0.370016,1.512737,0.624422,133.987625,134.737122,79.400162,-6.719659,-9.546225,-177.149170,131.583084,8.241543,255.444931
119,1.983333,-0.380248,1.486476,0.632483,133.986588,134.738464,79.403290,-6.642399,-9.519052,-177.140503,131.582489,8.241946,255.445892
120,2.000000,-0.363710,1.475269,0.632650,133.986923,134.737534,79.402664,-6.707456,-9.534879,-177.107239,131.582596,8.241821,255.445129
121,2.016667,-0.338890,1.481782,0.625217,133.986221,134.735352,79.397179,-6.760315,-9.517657,-177.035660,131.581635,8.244183,255.444366
122,2.033333,-0.348332,1.488377,0.628974,133.986755,134.739899,79.405991,-6.845207,-9.572792,-177.158386,131.583267,8.239978,255.445908
123,2.050000,-0.376079,1.501021,0.625540,133.985931,134.737366,79.399956,-6.708664,-9.534378,-177.113876,131.582962,8.240617,255.445999
124,2.066667,-0.338365,1.486620,0.626173,133.986664,134.736343,79.398827,-6.789588,-9.552567,-177.189468,131.582443,8.242577,255.446365
125,2.083333,-0.355328,1.499609,0.625773,133.986908,134.738510,79.403885,-6.612667,-9.541857,-177.149353,131.582382,8.242359,255.445007
126,2.100000,-0.351593,1.513968,0.616584,133.986801,134.737579,79.402237,-6.506657,-9.557395,-177.099319,131.577881,8.239866,255.445831
127,2.116667,-0.370965,1.490697,0.631778,133.986801,134.736771,79.398903,-6.590217,-9.637845,-177.091263,131.570724,8.242368,255.443665
128,2.133333,-0.363717,1.492099,0.630699,133.987183,134.737213,79.400368,-9.142629,-10.093239,-177.715286,131.538803,8.279058,255.440948
129,2.150000,-0.369396,1.486006,0.631878,133.986679,134.736862,79.399658,-2.911772,-8.241743,-177.125229,131.591385,8.212832,255.446030
130,2.166667,-0.364289,1.494275,0.623852,133.987396,134.737640,79.402336,-9.831614,-10.430802,-176.240158,131.541885,8.257885,255.420212
131,2.183333,-0.359303,1.485247,0.627786,133.986313,134.737625,79.401360,-9.131259,-9.874331,-177.292633,131.537277,8.279950,255.434601
132,2.200000,-0.361235,1.488986,0.629682,133.987167,134.738388,79.402924,-6.414811,-9.481858,-177.009247,131.546555,8.255351,255.444046
133,2.216667,-0.348844,1.468128,0.634050,133.986618,134.737442,79.398903,-8.838424,-9.931840,-177.338791,131.531448,8.290144,255.435272
134,2.233333,-0.392199,1.499055,0.628578,133.987122,134.739166,79.404472,-2.983339,-8.150149,-177.441620,131.586517,8.220819,255.438446
135,2.250000,-0.351721,1.463670,0.631838,133.986664,134.737656,79.402451,-9.613801,-10.334148,-176.416458,131.525711,8.265484,255.405167
136,2.266667,-0.359616,1.486737,0.630740,133.986832,134.738678,79.402954,-9.247681,-9.910764,-177.574020,131.511917,8.303439,255.411835
137,2.283333,-0.379963,1.498934,0.628594,133.986618,134.738235,79.403679,-9.722379,-10.555597,-176.584564,131.510452,8.268358,255.405289
138,2.300000,-0.351636,1.466621,0.636572,133.985931,134.737122,79.400024,-9.293169,-10.065553,-177.486526,131.496140,8.298657,255.412201
139,2.316667,-0.330757,1.496516,0.621671,133.986923,134.737976,79.402336,-9.603806,-10.628602,-177.379181,131.483429,8.293344,255.405334
140,2.333333,-0.394872,1.485338,0.631250,133.986435,134.738922,79.401726,-8.763900,-10.524625,-178.160721,131.473831,8.309584,255.421021
141,2.350000,-0.378884,1.479157,0.629971,133.987854,134.740341,79.405128,-11.862423,-11.547723,179.846451,131.560806,8.220954,255.454468
142,2.366667,-0.332227,1.475875,0.627842,133.985947,134.737732,79.400688,-10.931012,-11.360150,-179.351151,131.553131,8.271089,255.459732
143,2.383333,-0.367871,1.513287,0.624092,133.987228,134.739899,79.406265,-7.237268,-11.050735,-179.892532,131.501877,8.388855,255.450943
144,2.400000,-0.377098,1.471659,0.634604,133.987915,134.742111,79.410133,-9.413286,-11.209528,179.770752,131.509094,8.447971,255.469757
145,2.416667,-0.369921,1.493660,0.630298,133.987457,134.740860,79.407959,-11.763204,-11.929030,178.634140,131.588226,8.406845,255.512955
146,2.433333,-0.356417,1.483347,0.625450,133.986954,134.738632,79.403076,-9.330366,-11.472250,-179.763550,131.546066,8.528356,255.544067
147,2.450000,-0.363692,1.469871,0.633818,133.986099,134.738297,79.402267,-8.806144,-11.725114,179.902130,131.570709,8.581552,255.590408
148,2.466667,-0.376807,1.481366,0.632643,133.985733,134.735840,79.397408,-9.008240,-12.131678,177.941040,131.578033,8.744800,255.602859
149,2.483333,-0.367184,1.483000,0.629728,133.987091,134.739471,79.405746,-6.399475,-11.794899,-179.991226,131.555878,8.903955,255.645584
150,2.500000,-0.363267,1.489298,0.629989,133.987091,134.738464,79.403961,-1.118511,-10.867490,179.605057,131.647522,8.929485,255.728607
151,2.516667,-0.360234,1.466731,0.632735,133.987137,134.737778,79.401337,-8.038627,-12.669188,179.497498,131.624466,9.183008,255.754822
152,2.533333,-0.347979,1.486001,0.624397,133.987015,134.741150,79.408623,-10.021853,-13.194781,177.889786,131.733643,9.272381,255.827499
153,2.550000,-0.360675,1.473913,0.631566,133.986725,134.738739,79.403618,-10.063530,-13.656649,-179.872864,131.735214,9.453793,255.886368
154,2.566667,-0.371890,1.495633,0.627927,133.987076,134.737671,79.402412,-11.430951,-14.056325,177.844940,131.837540,9.606493,255.952759
155,2.583333,-0.360509,1.501375,0.623382,133.985840,134.739578,79.405060,-10.542889,-14.220747,179.649414,131.856598,9.787642,256.032562
156,2.600000,-0.343497,1.482560,0.630758,133.986313,134.737640,79.401573,-10.954622,-14.795718,-178.758560,131.909286,9.975678,256.084106
157,2.616667,-0.362529,1.490969,0.627532,133.984833,134.735657,79.397446,-9.504402,-15.010002,-177.948639,131.957611,10.182247,256.127991
158,2.633333,-0.380552,1.501923,0.628432,133.987686,134.739166,79.405418,-12.409204,-15.524527,-178.730652,132.031937,10.318913,256.191986
159,2.650000,-0.368411,1.479118,0.632965,133.986954,134.737640,79.402565,-12.215123,-16.046106,-178.595749,132.095184,10.530933,256.241669
160,2.666667,-0.363926,1.488074,0.628528,133.986145,134.738663,79.402557,-7.505546,-18.218082,177.824615,132.123474,10.859393,256.158356
161,2.683333,-0.357763,1.498929,0.624481,133.985916,134.735352,79.397377,-9.915644,-18.409639,175.280655,132.231110,11.042010,256.191101
162,2.700000,-0.352904,1.490192,0.628265,133.985291,134.734863,79.396255,-10.372433,-18.873978,178.246231,132.243423,11.267804,256.219177
163,2.716667,-0.361978,1.470474,0.630878,133.987183,134.738998,79.404221,-9.769040,-19.762247,-179.773621,132.331833,11.484389,256.228912
164,2.733333,-0.366539,1.499360,0.628978,133.985870,134.738174,79.401886,-9.664319,-19.357008,175.776901,132.333817,11.805244,256.200897
165,2.750000,-0.375745,1.498434,0.624981,133.986511,134.737625,79.401276,-10.167372,-20.282379,-179.803558,132.357864,12.092552,256.176056
166,2.766667,-0.336894,1.480403,0.629908,133.987015,134.739166,79.404572,-7.287910,-19.549437,178.810318,132.316177,12.455582,256.126343
167,2.783333,-0.355588,1.473518,0.629906,133.985931,134.739273,79.405342,-8.891500,-19.906866,178.406250,132.297821,12.829898,256.066498
168,2.800000,-0.361400,1.483901,0.631162,133.986252,134.738373,79.402977,-10.930016,-20.101656,177.226151,132.334229,13.123673,256.012268
169,2.816667,-0.353838,1.499103,0.623920,133.987549,134.739609,79.404221,-9.289598,-20.169792,177.177750,132.305725,13.490783,255.938339
170,2.833333,-0.352060,1.477590,0.632824,133.987396,134.740662,79.408279,-8.447796,-20.316702,178.822174,132.214935,13.870214,255.858948
171,2.850000,-0.394808,1.487488,0.630783,133.985626,134.736801,79.399185,-7.924873,-20.451790,177.251190,132.213501,14.172402,255.780746
172,2.866667,-0.378728,1.456946,0.637833,133.986862,134.737198,79.399643,-4.414141,-18.552334,177.307785,132.026688,14.701922,255.698776
173,2.883333,-0.346604,1.487252,0.623535,133.986160,134.736877,79.400185,-6.620975,-20.529352,178.215973,131.986282,15.035629,255.559113
174,2.900000,-0.351273,1.481745,0.624441,133.986542,134.739548,79.404518,-8.503596,-21.322916,-179.831497,131.976639,15.329264,255.483841
175,2.916667,-0.340763,1.486035,0.626924,133.986801,134.737320,79.401955,-5.788160,-20.662958,178.546158,131.794540,15.832734,255.353592
176,2.933333,-0.349361,1.486425,0.627580,133.987183,134.739761,79.406075,-5.381152,-20.699608,177.688675,131.675858,16.272116,255.239517
177,2.950000,-0.358801,1.492092,0.628093,133.986420,134.737915,79.401024,-7.695433,-21.553707,179.145462,131.628128,16.596369,255.163757
178,2.966667,-0.329604,1.488738,0.628332,133.987549,134.739197,79.405838,1.605327,-5.116366,-0.496116,131.448166,17.079712,255.059265
179,2.983333,-0.372925,1.507071,0.628944,133.986801,134.738556,79.402328,-5.441979,-21.014683,175.772156,131.304413,17.519140,254.962830
180,3.000000,-0.352887,1.503661,0.622499,133.985367,134.734848,79.394394,-5.014245,-5.052094,1.950457,131.088730,17.737045,254.875900
181,3.016667,-0.337135,1.477868,0.629371,133.987534,134.738174,79.402893,-3.753921,-20.758034,177.076218,131.025833,18.424915,254.800461
182,3.033333,-0.338860,1.492139,0.623801,133.986801,134.738251,79.404312,3.726123,-5.082623,-3.015341,130.841446,18.922377,254.719238
183,3.050000,-0.377159,1.477570,0.631099,133.986404,134.736710,79.401070,-4.984166,-21.056356,174.988876,130.748169,19.308615,254.683395
184,3.066667,-0.349766,1.473768,0.628784,133.986191,134.737045,79.401031,-3.771161,-20.889807,175.242432,130.597824,19.817495,254.611496
185,3.083333,-0.359016,1.481301,0.631931,133.986084,134.737228,79.401031,-5.046362,-20.856739,175.096512,130.467636,20.278812,254.578705
186,3.100000,-0.353091,1.470517,0.631049,133.987350,134.738556,79.404808,2.305381,-5.830433,-3.375353,130.323547,20.767546,254.553986
187,3.116667,-0.361877,1.485310,0.628777,133.986084,134.736450,79.398254,-8.374599,-21.418259,172.516968,130.304901,21.143406,254.553635
188,3.133333,-0.376021,1.497244,0.626984,133.986877,134.737213,79.400116,-3.617910,-20.879320,175.195496,130.059662,21.775103,254.522156
189,3.150000,-0.359024,1.501249,0.624196,133.986847,134.738342,79.402191,-4.564602,-21.024410,174.937393,129.956238,22.286463,254.526779
190,3.166667,-0.339782,1.481598,0.626652,133.985764,134.736465,79.399223,-5.322141,-21.007837,174.447250,129.833740,22.828102,254.540543
191,3.183333,-0.371051,1.502157,0.624343,133.987305,134.738953,79.405067,8.319471,-4.406586,-2.610359,129.782166,23.305120,254.574173
192,3.200000,-0.347243,1.495130,0.626368,133.986588,134.738297,79.403969,9.035515,-4.387589,-2.229230,129.687347,23.874586,254.607300
193,3.216667,-0.356763,1.484337,0.629604,133.987457,134.737320,79.403137,8.441308,-4.356729,-2.489058,129.580444,24.467682,254.643967
