Format Version,1.23,Take Name,Take 2023-06-01 10.47.29 AM,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2023-06-01 10.47.30.167 AM,Capture Start Frame,117940,Total Frames in Take,1865,Total Exported Frames,1865,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,spm,spm,spm,spm,spm,spm,cf,cf,cf,cf,cf,cf
,ID,"FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
81,1.350000,-0.369813,1.474195,0.634668,133.981079,134.717773,79.368591,,,,,,
82,1.366667,-0.367405,1.487399,0.629073,133.981812,134.718979,79.370949,,,,,,
83,1.383333,-0.343684,1.493805,0.625567,133.980850,134.716385,79.365952,,,,,,
84,1.400000,-0.380453,1.477309,0.632803,133.981415,134.717896,79.366997,,,,,,
85,1.416667,-0.361814,1.499978,0.625779,133.981186,134.718231,79.368332,,,,,,
86,1.433333,-0.366958,1.491447,0.628517,133.981537,134.717148,79.367477,,,,,,
87,1.450000,-0.368130,1.523165,0.621994,133.983307,134.719055,79.371674,,,,,,
88,1.466667,-0.351835,1.473465,0.630052,133.981247,134.716202,79.366455,,,,,,
89,1.483333,-0.371679,1.491723,0.628593,133.981613,134.716431,79.365570,,,,,,
90,1.500000,-0.358153,1.457517,0.638207,133.981415,134.717590,79.370216,,,,,,
91,1.516667,-0.388825,1.473461,0.637498,133.983170,134.721222,79.375832,,,,,,
92,1.533333,-0.332094,1.463423,0.634670,133.981506,134.718079,79.371986,,,,,,
93,1.550000,-0.327347,1.509777,0.621424,133.980911,134.714264,79.367264,,,,,,
94,1.566667,-0.362279,1.489550,0.630260,133.980637,134.717560,79.369453,,,,,,
95,1.583333,-0.340289,1.476268,0.630887,133.981567,134.719833,79.373894,,,,,,
96,1.600000,-0.343224,1.498687,0.623947,133.981049,134.717346,79.369034,,,,,,
97,1.616667,-0.363403,1.503118,0.625976,133.979843,134.716827,79.367645,,,,,,
98,1.633333,-0.382759,1.479456,0.634858,133.980484,134.718582,79.372749,,,,,,
99,1.650000,-0.347417,1.512761,0.621624,133.980850,134.715195,79.367599,,,,,,
100,1.666667,-0.344089,1.492858,0.628879,133.980438,134.716812,79.369812,,,,,,
101,1.683333,-0.369993,1.481525,0.630566,133.980743,134.717545,79.367554,,,,,,
102,1.700000,-0.337054,1.459318,0.632514,133.980530,134.715286,79.365448,,,,,,
103,1.716667,-0.357144,1.475007,0.629530,133.981003,134.716309,79.366318,,,,,,
104,1.733333,-0.345596,1.516025,0.619764,133.980316,134.715118,79.364929,,,,,,
105,1.750000,-0.351296,1.482656,0.631389,133.981293,134.716217,79.367165,,,,,,
106,1.766667,-0.371890,1.497792,0.626645,133.981186,134.716141,79.367111,,,,,,
