frame,time,spm0_rotX,spm0_rotY,spm0_rotZ,spm0_posX,spm0_posY,spm0_posZ,cf_rotX,cf_rotY,cf_rotZ,cf_posX,cf_posY,cf_posZ,spm1_rotX,spm1_rotY,spm1_rotZ,spm1_posX,spm1_posY,spm1_posZ,spm2_rotX,spm2_rotY,spm2_rotZ,spm2_posX,spm2_posY,spm2_posZ
782,13.033333,-1.284531,-54.744450,-0.020207,182.843109,50.172592,294.428314,-177.622650,22.049856,0.823676,54.061867,54.653652,246.264572,88.122513,-5.789196,-9.168980,103.470001,45.856094,155.432510,92.348938,-3.025523,-84.798897,11.565098,64.417923,221.433441
783,13.050000,-1.305963,-54.746998,-0.032222,182.843994,50.173103,294.428528,-177.622635,22.049976,0.823695,54.133183,54.599030,246.318558,88.129433,-5.791779,-9.160093,103.470978,45.860203,155.434937,-87.500015,2.444165,-93.945442,11.271730,64.441879,221.374466
784,13.066667,-1.227424,-54.716328,0.038266,182.842072,50.173466,294.421234,-177.622635,22.050022,0.823622,54.201996,54.574333,246.357941,88.112808,-5.796871,-9.198484,103.469086,45.851879,155.429688,92.353073,-3.076833,-84.756493,11.563826,64.418304,221.433350
785,13.083333,-1.284679,-54.744663,-0.021336,182.843735,50.172115,294.427307,-177.619370,21.627647,0.896715,54.257065,54.549473,246.396713,88.473564,4.458474,170.794708,103.383995,45.853348,155.548248,-87.510384,2.410137,-93.969215,11.268349,64.440018,221.376511
786,13.100000,-1.235004,-54.714317,0.029375,182.844238,50.174435,294.420471,-177.619400,21.627735,0.896727,54.332863,54.571564,246.409531,88.480141,4.447328,170.785233,103.385864,45.854645,155.548431,92.352440,-3.064922,-84.783943,11.560663,64.418724,221.433289
787,13.116667,-1.281700,-54.748856,-0.007915,182.843430,50.172199,294.427643,-177.619415,21.627831,0.896755,54.400208,54.571342,246.443985,88.124886,-5.791920,-9.184148,103.469254,45.854847,155.431824,-87.513435,2.379131,-94.005074,11.269197,64.440208,221.377319
788,13.133333,-1.414686,-54.664257,-0.108653,182.853485,50.182335,294.422241,-177.619431,21.627871,0.896721,54.452316,54.534733,246.512054,88.425339,4.494796,170.824219,103.378441,45.848118,155.543549,92.348801,-3.108303,-84.758110,11.560667,64.417923,221.433777
789,13.150000,-1.288215,-54.733990,-0.025400,182.845139,50.172531,294.426178,-177.619446,21.627928,0.896727,54.504520,54.506088,246.570419,88.439903,4.483353,170.799866,103.379295,45.848663,155.541580,-87.515327,2.367710,-94.002098,11.266338,64.438179,221.378296
790,13.166667,-1.277819,-54.742020,-0.006893,182.842346,50.171257,294.427643,-177.619461,21.628000,0.896756,54.575928,54.521740,246.605972,88.123375,-5.797739,-9.181697,103.469894,45.855556,155.432373,92.344086,-3.161867,-84.737297,11.557009,64.416801,221.435623
791,13.183333,-1.290497,-54.742172,-0.019935,182.842773,50.172867,294.427490,-177.619492,21.628090,0.896826,54.653854,54.578636,246.610764,88.132072,-5.798601,-9.183764,103.471077,45.858067,155.432541,-87.512993,2.384303,-94.008064,11.265109,64.439117,221.378494
792,13.200000,-1.234058,-54.713669,0.032366,182.844330,50.173061,294.420563,-177.619507,21.628164,0.896898,54.723442,54.591187,246.646027,88.107399,-5.782882,-9.171112,103.470123,45.856838,155.433029,92.355400,-3.141164,-84.727043,11.560960,64.416916,221.435028
793,13.216667,-1.281028,-54.738136,-0.017656,182.842178,50.172287,294.427734,-177.619476,21.628225,0.896917,54.777821,54.526871,246.739151,88.130272,-5.801226,-9.192800,103.469620,45.857712,155.433304,-87.512642,2.422787,-93.989456,11.263020,64.439529,221.377380
794,13.233333,-1.231223,-54.713062,0.034549,182.843567,50.172318,294.421906,-177.779251,21.240982,1.269033,54.873894,54.575253,246.756241,88.113998,-5.793507,-9.189205,103.469917,45.855194,155.432175,92.378136,-3.084576,-84.771889,11.557734,64.422806,221.429901
795,13.250000,-1.374431,-54.635071,-0.067971,182.853653,50.183823,294.416077,-177.779282,21.241070,1.269124,54.969700,54.618042,246.789139,88.108185,-5.795838,-9.188246,103.469154,45.854347,155.430740,-87.506294,2.413044,-93.981438,11.267384,64.439903,221.376205
796,13.266667,-1.259356,-54.738766,0.005781,182.843002,50.171883,294.425903,-177.779297,21.241150,1.269194,55.059017,54.627316,246.839478,88.433800,-5.998192,-8.847846,103.424225,45.877857,155.384567,92.352013,-3.117140,-84.739975,11.563816,64.418053,221.433441
797,13.283333,-1.289745,-54.742271,-0.019083,182.843155,50.172276,294.428131,-177.779297,21.241238,1.269263,55.158649,54.631172,246.900055,88.112473,-5.784882,-9.167152,103.470848,45.858215,155.434418,-87.507179,2.426325,-93.963112,11.265992,64.441147,221.375443
798,13.300000,-1.368379,-54.638988,-0.061866,182.852982,50.184559,294.415436,-177.779312,21.241297,1.269291,55.242706,54.574436,246.994919,88.110992,-5.796232,-9.196268,103.469887,45.856457,155.431992,92.348778,-3.037471,-84.792877,11.562372,64.418892,221.432846
799,13.316667,-1.216018,-54.711739,0.048925,182.842300,50.172951,294.421326,-177.779327,21.241409,1.269337,55.357845,54.638092,247.012070,88.126251,-5.803999,-9.198762,103.468552,45.851070,155.428864,-87.507675,2.412654,-93.962341,11.272667,64.439667,221.375107
800,13.333333,-1.230422,-54.715794,0.033936,182.842041,50.173332,294.420288,-177.779327,21.241457,1.269310,55.459309,54.614235,247.083069,88.131516,-5.789977,-9.162710,103.471062,45.860752,155.437103,92.348946,-3.025041,-84.805153,11.565509,64.419464,221.432785
801,13.350000,-1.386929,-54.641346,-0.068298,182.852264,50.184273,294.416016,-177.839035,18.735342,0.647309,55.561554,54.580425,247.164413,88.462837,4.468063,170.795059,103.382805,45.852215,155.545547,-87.509796,2.375085,-93.970840,11.278811,64.440468,221.375687
802,13.366667,-1.274539,-54.746067,-0.000644,182.842468,50.172401,294.426727,-177.839050,18.735350,0.647345,55.696136,54.658901,247.180893,88.134125,-5.804505,-9.187725,103.470398,45.855476,155.432861,92.351318,-3.024089,-84.757446,11.577866,64.420341,221.432404
803,13.383333,-1.226544,-54.712429,0.040816,182.842743,50.172508,294.421204,-177.839066,18.735384,0.647383,55.804134,54.653885,247.243408,88.106789,-5.793755,-9.191957,103.469238,45.852249,155.429733,-87.510124,2.384964,-93.950340,11.280116,64.441147,221.375320
804,13.400000,-1.360900,-54.636227,-0.053444,182.854111,50.183506,294.415466,-177.839066,18.735418,0.647423,55.925728,54.665764,247.302704,88.107964,-5.786028,-9.177911,103.470108,45.855598,155.432877,92.347008,-2.926460,-84.865494,11.566677,64.420677,221.432419
805,13.416667,-1.221790,-54.713863,0.049051,182.841507,50.173008,294.421570,-177.839096,18.735466,0.647481,56.015301,54.614822,247.395706,88.125305,-5.794574,-9.170683,103.469559,45.856121,155.432251,-87.506531,2.377663,-93.958183,11.282214,64.442047,221.374054
806,13.433333,-1.296501,-54.742863,-0.026719,182.843033,50.171257,294.428406,-177.839142,18.735518,0.647520,56.132919,54.648136,247.434616,88.394997,4.579444,170.843231,103.365204,45.829113,155.537064,92.347290,-2.957549,-84.807793,11.576187,64.420929,221.432358
807,13.450000,-1.365243,-54.636219,-0.055895,182.853668,50.184845,294.416260,-177.839188,18.735722,0.647508,56.155224,54.600723,247.453979,88.489326,4.449985,170.780228,103.385307,45.854309,155.547867,-87.509972,2.348190,-93.955864,11.287047,64.442604,221.373932
808,13.466667,-1.226509,-54.721485,0.046304,182.841812,50.171997,294.421753,-177.839203,18.735762,0.647514,56.340034,54.647575,247.546738,88.130898,-5.805371,-9.193564,103.468452,45.852966,155.429520,92.347054,-2.986447,-84.768181,11.580883,64.421272,221.433395
809,13.483333,-1.234917,-54.714687,0.037302,182.843094,50.172729,294.421509,-177.839233,18.735832,0.647539,56.427853,54.634495,247.617844,88.118881,-5.794912,-9.177320,103.470993,45.856876,155.433197,-87.516548,2.320824,-93.971161,11.285642,64.440742,221.376114
810,13.500000,-1.247370,-54.714668,0.020532,182.843338,50.173306,294.420441,-177.839249,18.735907,0.647556,56.527626,54.650414,247.661880,88.119118,-5.793331,-9.171985,103.470764,45.858772,155.434662,92.348572,-2.947257,-84.834023,11.571689,64.421883,221.431656
811,13.516667,-1.225669,-54.722454,0.048710,182.840836,50.172913,294.422485,-177.839279,18.735979,0.647571,56.610161,54.640263,247.724503,88.143578,-5.802204,-9.174153,103.469612,45.856117,155.432053,-87.507568,2.380220,-93.954323,11.278840,64.441246,221.374969
812,13.533333,-1.234331,-54.707523,0.036272,182.843094,50.173294,294.420776,-177.839325,18.736076,0.647632,56.682716,54.604118,247.824768,88.457253,4.474445,170.806046,103.381561,45.850250,155.546173,92.345749,-2.962475,-84.842560,11.564363,64.419586,221.431763
813,13.550000,-1.371588,-54.634434,-0.062138,182.852036,50.185249,294.415375,-177.839401,18.736145,0.647687,56.781353,54.647125,247.861725,88.383629,4.526454,170.837433,103.373970,45.841400,155.538254,-87.502632,2.419063,-93.941147,11.274489,64.441093,221.374481
814,13.566667,-1.220998,-54.712017,0.050563,182.841431,50.173233,294.421692,-177.839447,18.736221,0.647748,56.866413,54.659931,247.927429,88.151039,-5.806595,-9.176653,103.469536,45.858730,155.434402,92.350655,-3.065235,-84.742264,11.570990,64.419090,221.433640
815,13.583333,-1.362756,-54.635632,-0.054751,182.853409,50.183403,294.415710,-177.839554,18.736330,0.647850,56.931370,54.611523,248.037598,88.131187,-5.803988,-9.186679,103.469406,45.855865,155.431488,-87.513802,2.364836,-93.985512,11.275260,64.439484,221.377319
816,13.600000,-1.244153,-54.717999,0.023525,182.841949,50.174355,294.420471,-177.839615,18.736406,0.647930,57.031155,54.661896,248.076843,88.104630,-5.796503,-9.192075,103.469719,45.856213,155.432144,92.350876,-3.032859,-84.812576,11.561405,64.420197,221.432541
817,13.616667,-1.220520,-54.717911,0.049421,182.841064,50.173836,294.422180,-177.839676,18.736509,0.648040,57.106407,54.638588,248.163986,88.452087,-5.994894,-8.844028,103.423248,45.875954,155.382401,-87.510651,2.388152,-93.992714,11.269589,64.439270,221.376633
818,13.633333,-1.237810,-54.714134,0.030220,182.842819,50.172318,294.420685,-177.839706,18.736576,0.648086,57.180637,54.600101,248.266846,88.132927,-5.792260,-9.162134,103.470192,45.857288,155.432785,92.353432,-3.102887,-84.749527,11.563263,64.418945,221.433502
819,13.650000,-1.229878,-54.709503,0.033522,182.843216,50.173401,294.419617,-177.839615,18.736658,0.648124,57.290859,54.684113,248.280502,88.133041,-5.800482,-9.177851,103.470978,45.858021,155.433182,-87.504959,2.440184,-93.973335,11.265144,64.439667,221.375656
820,13.666667,-1.218051,-54.707321,0.048611,182.841980,50.172161,294.421326,-177.839676,18.736767,0.648234,57.370777,54.627331,248.397369,88.482887,4.459240,170.800812,103.385529,45.853870,155.550171,92.341171,-3.103735,-84.803726,11.550879,64.417351,221.434113
821,13.683333,-1.366248,-54.639118,-0.056456,182.852081,50.184822,294.415344,-177.839691,18.736824,0.648268,57.458694,54.584591,248.514053,88.564857,-5.956913,-8.718606,103.404083,45.888599,155.404617,-87.508232,2.417094,-93.987854,11.262648,64.440002,221.376709
822,13.700000,-1.383127,-54.639248,-0.075167,182.852966,50.185333,294.415619,-177.839737,18.736906,0.648359,57.579762,54.640053,248.555801,88.419731,4.486969,170.848007,103.382065,45.853390,155.547287,92.369316,-3.083842,-84.811638,11.550235,64.422478,221.430237
823,13.716667,-1.272093,-54.743488,-0.000486,182.842163,50.171860,294.427551,-177.839752,18.736967,0.648373,57.678699,54.609306,248.661621,88.134163,-5.801081,-9.176470,103.468613,45.854813,155.432373,-87.513428,2.387164,-94.017731,11.266965,64.438232,221.377136
824,13.733333,-1.232790,-54.714687,0.037066,182.842926,50.173294,294.420776,-177.839783,18.737083,0.648432,57.784176,54.615368,248.731613,88.118866,-5.792814,-9.182379,103.469780,45.854248,155.430878,92.378784,-3.089231,-84.768677,11.558593,64.423393,221.429901
825,13.750000,-1.301293,-54.744720,-0.033293,182.843704,50.173317,294.427216,-177.839783,18.737164,0.648426,57.885574,54.575424,248.836990,88.114990,-5.797005,-9.189083,103.470268,45.856102,155.432587,-87.509529,2.410031,-93.992653,11.269231,64.440750,221.376068
826,13.766667,-1.215740,-54.716606,0.042064,182.843338,50.170837,294.420685,-177.839783,18.737299,0.648479,57.981728,54.544533,248.939972,88.436409,4.493582,170.803009,103.377045,45.843845,155.541672,92.340431,-3.070714,-84.818024,11.555056,64.417877,221.433670
827,13.783333,-1.256246,-54.717182,0.017840,182.840591,50.175140,294.422729,-177.839783,18.737446,0.648509,58.103889,54.571049,248.992783,88.126518,-5.792006,-9.171864,103.469322,45.855137,155.432495,-87.507370,2.405702,-93.985519,11.271571,64.440071,221.375916
828,13.800000,-1.369345,-54.636833,-0.064037,182.853195,50.183647,294.415436,-177.839767,18.737621,0.648562,58.195068,54.513012,249.119446,88.114838,-5.793000,-9.181856,103.469704,45.854752,155.431152,92.358292,-3.042994,-84.773979,11.567083,64.419090,221.432404
829,13.816667,-1.258103,-54.744457,0.002507,182.842896,50.170231,294.426910,-177.839752,18.737780,0.648593,58.316975,54.546093,249.174622,88.456535,4.493855,170.761337,103.380989,45.854671,155.546753,-87.505043,2.420538,-93.964958,11.274414,64.440475,221.374695
830,13.833333,-1.433256,-54.669537,-0.126598,182.852631,50.182770,294.423187,-177.839691,17.265770,1.119530,58.406704,54.500305,249.291687,88.429955,4.488998,170.736816,103.380836,45.854637,155.542831,92.344444,-2.962097,-84.855057,11.564328,64.420357,221.432327
831,13.850000,-1.362826,-54.633278,-0.052545,182.853516,50.184418,294.415771,-177.839691,17.265892,1.119575,58.503525,54.480534,249.387054,88.133987,-5.797657,-9.171694,103.470383,45.857067,155.432953,-87.510475,2.369725,-93.957275,11.280425,64.439514,221.375198
832,13.866667,-1.239571,-54.720707,0.039810,182.840866,50.173615,294.422546,-177.839691,17.265945,1.119520,58.598732,54.477577,249.463943,88.437813,-6.005171,-8.868718,103.422081,45.875320,155.382263,92.344978,-2.976684,-84.803741,11.574711,64.419792,221.432785
833,13.883333,-1.362315,-54.637821,-0.062784,182.853928,50.183914,294.414948,-178.443604,16.274454,1.318409,58.692528,54.503967,249.527100,88.027992,-5.788150,-9.290444,103.459534,45.835720,155.424362,-87.509132,2.369653,-93.953766,11.284761,64.442398,221.374268
834,13.900000,-1.236184,-54.706314,0.029276,182.843750,50.172825,294.420288,-178.443619,16.274519,1.318433,58.782982,54.495747,249.606415,88.108215,-5.792519,-9.185665,103.470718,45.857819,155.435104,92.347870,-2.957172,-84.770973,11.585129,64.420532,221.433350
835,13.916667,-1.285495,-54.747402,-0.006824,182.842010,50.171291,294.429993,-178.443649,16.274582,1.318442,58.858139,54.487740,249.687241,88.426132,-6.012389,-8.873982,103.421341,45.872929,155.381149,-87.535362,2.239759,-94.000366,11.296556,64.436844,221.380569
836,13.933333,-1.235789,-54.720173,0.030654,182.842072,50.174576,294.420959,-178.443893,16.274191,1.318562,58.945732,54.494339,249.773575,88.448822,4.474688,170.775635,103.377426,45.844364,155.539932,92.344948,-2.944744,-84.780228,11.587599,64.422058,221.433167
837,13.950000,-1.435012,-54.666691,-0.129758,182.853867,50.181770,294.422211,-178.443924,16.274265,1.318601,59.033978,54.502480,249.848801,88.029572,-5.782735,-9.286328,103.460762,45.839321,155.426163,-87.526360,2.264363,-93.978493,11.292425,64.437317,221.378586
838,13.966667,-1.254256,-54.744534,0.011749,182.842575,50.171589,294.426666,-178.444000,16.274284,1.318575,59.100956,54.472370,249.956161,88.139587,-5.803344,-9.186001,103.468414,45.854015,155.431137,92.350777,-2.999234,-84.709335,11.594669,64.421127,221.433716
839,13.983333,-1.257575,-54.717918,0.013641,182.842224,50.174015,294.421753,-178.444061,16.274347,1.318642,59.201157,54.512756,250.021866,88.114456,-5.796794,-9.194321,103.469261,45.854828,155.432541,-87.528305,2.243261,-93.991837,11.295249,64.436981,221.379990
840,14.000000,-1.374449,-54.639534,-0.072613,182.853516,50.183231,294.414124,-178.444138,16.274414,1.318717,59.292263,54.527050,250.088974,88.327057,4.564328,170.773758,103.367111,45.842411,155.530838,92.341644,-2.921960,-84.817055,11.580803,64.420311,221.433548
841,14.016667,-1.213504,-54.710697,0.056856,182.841080,50.173862,294.421051,-178.444229,16.274487,1.318810,59.371620,54.527740,250.179810,88.134560,-5.787356,-9.158558,103.468979,45.854301,155.432022,-87.520012,2.303706,-93.971031,11.291356,64.440536,221.375687
842,14.033333,-1.238608,-54.716938,0.028630,182.842697,50.173061,294.420746,-178.444275,16.274559,1.318883,59.468616,54.532410,250.256393,88.469398,4.458773,170.789291,103.382446,45.850441,155.546158,92.340065,-2.889546,-84.902740,11.566613,64.421555,221.431015
843,14.050000,-1.350073,-54.632118,-0.048883,182.854538,50.183456,294.414368,-178.444229,16.274626,1.318916,59.569748,54.568787,250.313431,88.117874,-5.795081,-9.180542,103.470490,45.855816,155.432907,-87.512398,2.291118,-93.976677,11.286747,64.440598,221.376083
844,14.066667,-1.231801,-54.713745,0.044339,182.840973,50.173058,294.422211,-178.444275,16.274666,1.318943,59.649414,54.495884,250.455353,88.128166,-5.790433,-9.168180,103.470001,45.853264,155.431702,92.348465,-2.962128,-84.810272,11.573609,64.420784,221.432495
845,14.083333,-1.373089,-54.634842,-0.063680,182.853485,50.182999,294.416656,-178.444321,16.274736,1.319011,59.764927,54.536785,250.506088,88.107224,-5.790039,-9.179016,103.470627,45.858307,155.435074,-87.512215,2.364285,-93.947601,11.279891,64.440338,221.375992
846,14.100000,-1.366558,-54.635731,-0.057282,182.853989,50.184559,294.415009,-178.179718,14.962375,0.843917,59.874630,54.569672,250.577591,88.109589,-5.795521,-9.193209,103.470467,45.857723,155.433594,92.341675,-2.961104,-84.849770,11.565126,64.419510,221.433212
847,14.116667,-1.227237,-54.712749,0.048956,182.840805,50.173038,294.422852,-178.179642,14.962405,0.843944,59.985958,54.561417,250.669220,88.488640,4.455324,170.763382,103.382233,45.849655,155.546967,-87.520363,2.327827,-93.979172,11.281482,64.440620,221.376114
848,14.133333,-1.365595,-54.634735,-0.058301,182.852661,50.184475,294.415253,-178.179657,14.962392,0.843924,60.076477,54.488205,250.793320,88.114777,-5.798589,-9.185523,103.469803,45.856552,155.432266,92.345940,-3.006323,-84.808899,11.569814,64.419861,221.432846
849,14.150000,-1.387518,-54.641830,-0.073539,182.852982,50.182934,294.416718,-178.179565,14.962399,0.843879,60.198368,54.518925,250.856354,88.438377,4.477627,170.790283,103.378532,45.846889,155.540894,-87.519318,2.306733,-94.000961,11.281962,64.441315,221.376587
850,14.166667,-1.230692,-54.722477,0.040802,182.840378,50.172718,294.422150,-178.179932,14.962079,0.844060,60.312527,54.518707,250.932526,88.138954,-5.802292,-9.181741,103.469505,45.855793,155.431824,92.341095,-3.015692,-84.819832,11.566448,64.420364,221.431992
851,14.183333,-1.227364,-54.706188,0.035674,182.843597,50.173084,294.419250,-178.179932,14.962156,0.844106,60.431999,54.515682,251.016647,88.413490,4.500588,170.831833,103.378586,45.847393,155.542084,-87.511871,2.356579,-93.966057,11.277095,64.440964,221.375320
852,14.200000,-1.310898,-54.746265,-0.043627,182.842880,50.171257,294.428558,-178.179932,14.962228,0.844143,60.545284,54.503601,251.104523,88.119522,-5.805223,-9.197150,103.470245,45.856026,155.432068,92.344208,-2.993935,-84.836662,11.566122,64.419418,221.432144
853,14.216667,-1.219395,-54.712994,0.053243,182.840332,50.173359,294.422272,-178.179840,14.962306,0.844137,60.667507,54.533855,251.157135,88.465416,4.473662,170.786316,103.380814,45.847218,155.544830,-87.523659,2.292015,-94.010902,11.283348,64.440697,221.377213
854,14.233333,-1.243582,-54.718472,0.027241,182.842117,50.174576,294.421021,-178.179764,14.962394,0.844127,60.772369,54.515396,251.243423,88.128166,-5.800150,-9.186576,103.470268,45.856812,155.433136,92.335777,-2.966531,-84.869965,11.561428,64.417740,221.433044
855,14.250000,-1.237795,-54.708691,0.025575,182.843185,50.173336,294.419983,-178.179672,14.962482,0.844118,60.875301,54.505642,251.317123,88.126526,-5.796520,-9.175873,103.471062,45.858212,155.433243,-87.511353,2.339655,-93.973328,11.279166,64.439743,221.376160
856,14.266667,-1.221494,-54.716686,0.049548,182.839935,50.172764,294.421875,-178.179672,14.962510,0.844075,60.960812,54.419674,251.444748,88.136299,-5.794675,-9.170236,103.471039,45.856827,155.434235,92.344337,-3.005491,-84.797462,11.572100,64.419868,221.433258
857,14.283333,-1.242745,-54.718506,0.027193,182.842545,50.173496,294.422424,-179.339081,13.623176,1.713126,61.074493,54.433853,251.502579,88.121590,-5.799354,-9.183348,103.469559,45.855621,155.432205,-87.515640,2.318119,-93.976715,11.284101,64.441231,221.376129
858,14.300000,-1.234131,-54.707603,0.029874,182.842194,50.174458,294.419952,-179.339157,13.623176,1.713111,61.162766,54.359680,251.612396,88.115639,-5.800710,-9.193933,103.470207,45.856899,155.432617,92.346230,-2.938404,-84.838425,11.569673,64.419868,221.432465
859,14.316667,-1.215296,-54.717224,0.059202,182.840836,50.171829,294.421326,-179.339279,13.623181,1.713155,61.284458,54.406715,251.645691,88.492943,4.449439,170.802536,103.386864,45.855186,155.552750,-87.513901,2.326074,-93.967049,11.285325,64.442024,221.375519
860,14.333333,-1.228844,-54.709164,0.038249,182.843155,50.173168,294.419525,-179.339294,13.623218,1.713171,61.406837,54.428864,251.689865,88.135605,-5.793463,-9.167282,103.471252,45.858768,155.433929,92.341270,-2.890813,-84.907669,11.563716,64.420822,221.431854
861,14.350000,-1.380776,-54.639542,-0.072833,182.852600,50.183575,294.415039,-179.339447,13.623249,1.713249,61.509007,54.373402,251.790833,88.424835,4.495085,170.827179,103.378403,45.848038,155.542389,-87.515038,2.301990,-93.970116,11.291368,64.439690,221.375656
862,14.366667,-1.277987,-54.746986,-0.000231,182.840668,50.172222,294.428680,-179.339478,13.623276,1.713286,61.630463,54.385178,251.840836,88.127594,-5.805272,-9.196202,103.468964,45.852322,155.429947,92.345535,-2.929135,-84.822777,11.577206,64.420464,221.432312
863,14.383333,-1.233245,-54.711460,0.031924,182.842621,50.173523,294.419647,-179.339508,13.623319,1.713335,61.731346,54.337646,251.923843,88.451515,4.474613,170.820419,103.382050,45.851768,155.546677,-87.531029,2.230484,-93.996964,11.294927,64.436111,221.379822
864,14.400000,-1.238311,-54.710697,0.030815,182.841751,50.174469,294.420227,-179.339539,13.623343,1.713377,61.851479,54.312027,252.003952,88.031380,-5.785610,-9.276401,103.462326,45.843906,155.428619,92.340416,-2.923579,-84.818703,11.582563,64.419319,221.434189
865,14.416667,-1.225770,-54.714951,0.049718,182.840836,50.171215,294.422485,-179.339661,13.623379,1.713459,61.962570,54.236839,252.104828,88.438347,-6.012758,-8.875680,103.423241,45.878574,155.385544,-87.533386,2.222737,-93.994453,11.297293,64.438698,221.379257
866,14.433333,-1.245978,-54.714703,0.028289,182.842270,50.173332,294.421844,-179.339661,13.623415,1.713493,62.095840,54.229866,252.167816,88.441605,4.485803,170.837158,103.381836,45.850395,155.545624,92.340599,-2.916815,-84.810913,11.585374,64.420738,221.433167
867,14.450000,-1.379658,-54.640263,-0.070376,182.852081,50.182800,294.415802,-179.340073,13.623548,1.713732,62.225891,54.159451,252.264481,88.422821,4.500810,170.767014,103.378525,45.854183,155.543900,-87.533501,2.197295,-94.010124,11.300434,64.436974,221.380157
868,14.466667,-1.212924,-54.712288,0.053295,182.841629,50.171436,294.421448,-179.340195,13.623566,1.713749,62.369949,54.189800,252.295761,88.118980,-5.793032,-9.175330,103.469536,45.855766,155.432602,92.347694,-2.948583,-84.770752,11.589929,64.421692,221.432373
869,14.483333,-1.247281,-54.719856,0.022124,182.842438,50.174236,294.420135,-179.340195,13.623558,1.713713,62.486046,54.064976,252.433151,88.126305,-5.795125,-9.168557,103.470146,45.858128,155.432739,-87.526611,2.253504,-93.972160,11.292792,64.438461,221.377853
870,14.500000,-1.390450,-54.637333,-0.085797,182.851822,50.184631,294.416443,-179.340286,13.623650,1.713782,62.610424,53.975075,252.538162,88.118469,-5.788071,-9.167943,103.470993,45.858528,155.433441,92.340370,-2.912520,-84.838516,11.581720,64.420975,221.433044
871,14.516667,-1.288935,-54.749020,-0.018250,182.841263,50.170498,294.429443,-179.340378,13.623698,1.713809,62.761326,53.964848,252.581375,88.179863,-5.820280,-9.140614,103.466568,45.857552,155.428696,-87.536194,2.222696,-94.001770,11.297856,64.437363,221.380157
872,14.533333,-1.437211,-54.666142,-0.131683,182.852753,50.182461,294.423462,-179.340317,13.623780,1.713800,62.904781,53.953869,252.632782,88.121353,-5.800249,-9.185058,103.470840,45.860245,155.434586,92.342171,-2.872953,-84.898430,11.570946,64.421463,221.431473
873,14.550000,-1.378291,-54.639263,-0.072969,182.853241,50.183044,294.415405,-179.340393,13.623819,1.713774,63.049770,53.931091,252.696945,88.127777,-5.791034,-9.159298,103.470406,45.857697,155.433105,-87.532066,2.240892,-93.992798,11.293593,64.436783,221.379379
874,14.566667,-1.223204,-54.717907,0.044853,182.840485,50.171928,294.422424,-179.340469,13.623916,1.713827,63.153500,53.785549,252.842239,88.145866,-5.803289,-9.176699,103.470757,45.856415,155.431992,92.340866,-2.935769,-84.836197,11.576268,64.419411,221.432495
875,14.583333,-1.408347,-54.646622,-0.089945,182.850266,50.184486,294.417969,-179.340546,13.623994,1.713833,63.301231,53.772079,252.893280,88.131294,-5.794873,-9.178671,103.471527,45.859188,155.434021,-87.515167,2.310723,-93.957199,11.288142,64.440796,221.375412
876,14.600000,-1.246589,-54.711658,0.020750,182.842636,50.173630,294.420776,-179.340652,13.624065,1.713854,63.428722,53.743832,252.953049,88.445091,4.476506,170.827347,103.383461,45.853077,155.547791,92.343430,-2.906365,-84.890854,11.565486,64.419136,221.432190
877,14.616667,-1.231711,-54.715878,0.042232,182.840363,50.173466,294.423279,-179.340637,13.624149,1.713836,63.564884,53.728867,253.003387,88.140640,-5.792469,-9.162386,103.470482,45.857628,155.433578,-87.523254,2.275632,-94.001366,11.289912,64.440674,221.376297
878,14.633333,-1.268733,-54.725166,0.008676,182.841843,50.174297,294.422760,-179.340759,13.624241,1.713892,63.673008,53.643478,253.119797,88.126396,-5.790116,-9.158419,103.471542,45.859512,155.434235,92.346054,-2.930457,-84.852882,11.569695,64.420494,221.431778
879,14.650000,-1.385917,-54.640369,-0.075866,182.852905,50.184334,294.416534,-179.340851,13.624330,1.713917,63.804539,53.634514,253.170563,88.440025,4.475314,170.809067,103.380409,45.849628,155.543701,-87.513924,2.311840,-93.975868,11.285142,64.441071,221.375656
880,14.666667,-1.235072,-54.718254,0.039493,182.841522,50.172581,294.422821,-179.340958,13.624339,1.713834,63.942261,53.668423,253.207138,88.145203,-5.808730,-9.188344,103.469849,45.855949,155.432159,92.338799,-2.974191,-84.829315,11.569315,64.418884,221.433014
881,14.683333,-1.245740,-54.714417,0.026549,182.842560,50.173981,294.421478,-179.340988,13.624380,1.713782,64.056694,53.609066,253.309219,88.034340,-5.782700,-9.275880,103.461327,45.840580,155.426239,-87.517815,2.304184,-93.984550,11.283760,64.440483,221.376068
882,14.700000,-1.245190,-54.711479,0.023710,182.843063,50.173313,294.420349,-179.341141,13.624467,1.713839,64.178940,53.599483,253.375076,88.134438,-5.805083,-9.175755,103.470459,45.858341,155.432755,92.342964,-2.969656,-84.839813,11.568377,64.420113,221.431778
883,14.716667,-1.231954,-54.722420,0.040129,182.840424,50.173084,294.422272,-179.341202,13.624562,1.713885,64.309067,53.615635,253.435944,88.135010,-5.805079,-9.183828,103.469292,45.856060,155.432922,-87.524994,2.286336,-94.009842,11.285563,64.439468,221.377747
884,14.733333,-1.386019,-54.644386,-0.078308,182.852478,50.183685,294.416809,-179.341339,13.624640,1.713947,64.425117,53.582108,253.528183,88.433380,4.488442,170.818008,103.378143,45.846306,155.541901,92.345161,-2.981540,-84.836800,11.563888,64.419136,221.432083
